account_number,name,entity_type,status,registered,domestic_or_foreign,formation_place,naics,street,city,state,zip,email
3513448,EP Installers LLC,LLC,Active,2026-09-09,Foreign,NEW JERSEY,Residential Remodelers (236118),203 Parsippany Rd,Whippany,NJ,07981,office@epinstallers.com
3513450,Make It All Apparel and More llc,LLC,Active,2026-09-09,Domestic,Connecticut,Commercial Screen Printing (323113),86 Topstone Drive,Danbury,CT,06810-7040,makeitallapparel@gmail.com
3513464,D&J roofing and carpentry Limited Liability Company,LLC,Active,2026-09-09,Domestic,Connecticut,Adhesive Manufacturing (325520),1 Woodside Ave,Danbury,CT,06810-7126,ronaljaract@gmail.com
3513465,"38 Lancaster Drive, LLC",LLC,Active,2026-09-09,Domestic,Connecticut,Offices of Other Holding Companies (551112),2 Pettipaug Rd,Westbrook,CT,06498-1591,scudderw@theleeco.com
3513467,Impact Advisory LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Administrative Management and General Management Consulting Services (541611),56 Cotswold Close,Glastonbury,CT,06033-3734,cjesposito1@gmail.com
3513469,JJ DIAZ CONSTRUCTION LLC,LLC,Active,2026-09-09,Domestic,Connecticut,All Other Support Services (561990),1421 Corbin Ave,New Britain,CT,06053-3848,diazjuanjose382@gmail.com
3513472,YCR Logistics LLC,LLC,Active,2026-09-09,Domestic,Connecticut,"General Freight Trucking, Local (484110)",104 Birchfield Dr,Waterbury,CT,06705-3520,robert.carrion@ycrlogistics.com
3513493,Henry's Heating and Cooling LLC,LLC,Active,2026-09-09,Domestic,Connecticut,"Plumbing, Heating, and Air-Conditioning Contractors (238220)",275 Longvue Dr,Wethersfield,CT,06109-3348,henryshvac@outlook.com
3513498,BELVARICK INC,Stock,Active,2026-09-09,Domestic,Connecticut,All Other General Merchandise Retailers (455219),,,,,taxsolutionz@gmail.com
3513501,"CASSONETTI, LLC",LLC,Active,2026-09-09,Foreign,FLORIDA,New Single-Family Housing Construction except For-Sale Builders (236115),2389 Main St.,Glastonbury,CT,06033,eastern@northwestregisteredagent.com
3513505,"Ultimate Access, LLC",LLC,Active,2026-09-09,Domestic,Connecticut,"Independent Artists, Writers, and Performers (711510)",7 Pratt St,Essex,CT,06426-1169,none@none.com
3513507,"Paradigm Design, Inc.",Stock,Active,2026-09-09,Foreign,MICHIGAN,Architectural Services (541310),415 Leonard St NW Ste 200,Grand Rapids,MI,49504-4399,adminassistant@paradigmae.com
3513509,H2 LOGISTICS LLC,LLC,Active,2026-09-09,Domestic,Connecticut,"General Freight Trucking, Local (484110)",100 Reserve Rd,Danbury,CT,06810-5267,h2logistics.group@gmail.com
3513511,Divine Shield Logistics LLC,LLC,Active,2026-09-09,Foreign,NEW MEXICO,Couriers and Express Delivery Services (492110),2389 Main St.,Glastonbury,CT,06033,eastern@registeredagentsinc.com
3513512,Old Cove Integrators L.L.C.,LLC,Active,2026-09-09,Foreign,NEW YORK,Computer Systems Design Services (541512),1 North Road,SETAUKET,NY,11733,captain@oldcoveintegrators.com
3513513,Larabee & Co. LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Administrative Management and General Management Consulting Services (541611),206 Sharp Hill Rd,Wilton,CT,06897-3129,hey@elissalarabee.com
3513524,LIGHTHOUSE HARBOR LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),34 South Broadway,White Plains,NY,10601,david@lighthouseliving.com
3513528,Connecticut Emerging Technology Leadership Roundtable LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Professional Organizations (813920),444 Mansfield Ave,Darien,CT,06820-2114,plavecchia@gmail.com
3513534,"Pianobooker, LLC",LLC,Active,2026-09-09,Domestic,Connecticut,Software Publishers (513210),149 High Valley Dr,Canton,CT,06019,randy@pianobooker.com
3513535,CAB MOVING LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Used Household and Office Goods Moving (484210),76 Brittania Dr,Danbury,CT,06811-2619,sweets607@icloud.com
3513538,HARBOR PAWS LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Pet Care except Veterinary Services (812910),98 Hoyt St,Stamford,CT,06905-5785,harborpawsllc@gmail.com
3513545,K.E.C INC,Stock,Active,2026-09-09,Domestic,Connecticut,Limited-Service Restaurants (722513),,,,,kecinc@chucpapc.com
3513549,Suave Junk Removal LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Solid Waste Collection (562111),807 Evergreen Avenue,Hamden,CT,06518,ctdsuarez@suavejunkremoval.com
3513550,Hair by Me LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Clothing and Clothing Accessories Retailers (458110),23 Michael Rd,Hamden,CT,06514-4504,hairbyme1006@gmail.com
3513551,LRY - NJ Construction LLC,LLC,Active,2026-09-09,Domestic,Connecticut,All Other Specialty Trade Contractors (238990),907 Baldwin St,Waterbury,CT,06706-1514,luzita1986villa@gmail.com
3513553,Green Ink Services LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Other Accounting Services (541219),51 Thorn Hill Road,Guilford,CT,06437,laura.smulski@gmail.com
3513558,Greenfield Professional Solutions LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Other Accounting Services (541219),6 Jacobs Ln,Bethel,CT,06801,jg@greenfieldprofessionalsolutions.com
3513563,HT Roofing & Restoration LLC,LLC,Active,2026-09-09,Domestic,Connecticut,New Single-Family Housing Construction except For-Sale Builders (236115),398 Lexington Ave,New Haven,CT,06513,hectortello1991@gmail.com
3513564,The Hawker Edit LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Interior Design Services (541410),83 GATEHOUSE RD,TRUMBULL,CT,06611-1610,brittany.p.nolan@gmail.com
3513567,"Medford Wellington Service, LLC",LLC,Active,2026-09-09,Foreign,DELAWARE,"Plumbing, Heating, and Air-Conditioning Contractors (238220)",9 Executive Park Dr Ste 100,North Billerica,MA,01862-1358,mpottle@pierceatwood.com
3513569,MJB Pet LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Pet and Pet Supplies Retailers (459910),260 Kenwood Ave,Hamden,CT,06518-2138,info@beausballs.com
3513570,"Rare Collectibles TV, LLC",LLC,Active,2026-09-09,Foreign,DELAWARE,All Other Miscellaneous Retailers (459999),23930 Madison St.,Torrance,CA,90505,mcarloni@rarecollectiblestv.com
3513571,Pathfinder Business Consulting LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Computer Systems Design Services (541512),2389 Main St.,Glastonbury,CT,06033,eastern@northwestregisteredagent.com
3513574,RNG Transportation LLC,LLC,Active,2026-09-09,Foreign,MASSACHUSETTS,"Specialized Freight except Used Goods Trucking, Local (484220)",142 Fox Hill Road,Needham,MA,02492,matt@rngtransportation.com
3513580,ABConcrete7 LLC,LLC,Active,2026-09-09,Domestic,Connecticut,"Other Foundation, Structure, and Building Exterior Contractors (238190)",67 Hanover St,Wallingford,CT,06492-1641,abconcrete7@outlook.com
3513585,Hall Marketing LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Advertising Agencies (541810),6 Valli Drive,East Hampton,CT,06424,hallscaling@gmail.com
3513589,Ilchyshyn LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Wood Kitchen Cabinet and Countertop Manufacturing (337110),85 York St,Bridgeport,CT,06610,kolailcisin336@gmail.com
3513590,BR RIBEIRO PAINTING LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Painting and Wall Covering Contractors (238320),80 Chipman St,Waterbury,CT,06708-3702,ramosribeirobruno9@gmail.com
3513594,TS Enterprises LLC,LLC,Active,2026-09-09,Domestic,Connecticut,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers (516210)",321 Ellis St,New Britain,CT,06051-3504,tsenterprisesct@gmail.com
3513598,PLANET PIZZA DANBURY INC,Stock,Active,2026-09-09,Domestic,Connecticut,Full-Service Restaurants (722511),,,,,rudygt86@icloud.com
3513600,Miller Miles Transport LLC,LLC,Active,2026-09-09,Domestic,Connecticut,"General Freight Trucking, Long-Distance, Less Than Truckload (484122)",36 Alden St,Stamford,CT,06902,dushanemiller@rocketmail.com
3513603,Solara Wellness Corporation,Stock,Active,2026-09-09,Domestic,Connecticut,Fitness and Recreational Sports Centers (713940),,,,,laurenmcbrideblog@gmail.com
3513607,AK NET LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Residential Remodelers (236118),66 DEERFIELD LN,WATERTOWN,CT,06795,efile1234@incfile.com
3513610,KANE WAT ENTERPRISES LLC,LLC,Active,2026-09-09,Domestic,Connecticut,All Other General Merchandise Retailers (455219),11 CROWN ST APT 9,MERIDEN,CT,06450,efile1234@incfile.com
3513611,"Heavenly Hands Cakes and Catering, LLC",LLC,Active,2026-09-09,Domestic,Connecticut,Caterers (722320),76 Peabody St,West Haven,CT,06516-2570,sarina.richardson@queenheavenlyhands.com
3513612,OLD SAYBROOK AIRPORT EXPRESS LLC,LLC,Active,2026-09-09,Domestic,Connecticut,All Other Transit and Ground Passenger Transportation (485999),116 N Cove Rd,Old Saybrook,CT,06475-2560,support@usa-llc-filing.com
3513616,13 Garland Drive 06033 LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Lessors of Other Real Estate Property (531190),15 Penwood Xing,Glastonbury,CT,06033-2755,dim_shining_4o@icloud.com
3513619,Tyghter Services LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),59 Albert Road,Hamden,CT,06514,gavin.tyghter@gmail.com
3513621,"Starport, LLC",LLC,Active,2026-09-09,Domestic,Connecticut,Other Activities Related to Real Estate (531390),2505 Main Street,Stratford,CT,06615,vazzanofamily5@gmail.com
3513625,Vazquez Pro Tile LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Residential Remodelers (236118),62 Glemby St,Hamden,CT,06514,franklinvasquez0389@gmail.com
3513626,949 Pleasant Valley Road Apt 11-1 06074 LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Lessors of Other Real Estate Property (531190),15 Penwood Xing,Glastonbury,CT,06033-2755,dim_shining_4o@icloud.com
3513628,Esther Crown Professional Group PLLC,LLC,Active,2026-09-09,Domestic,Connecticut,Offices of Physicians except Mental Health Specialists (621111),4 East View Road,New Fairfield,CT,06812,esthercrownpllc@proton.me
3513631,CERVANTES LOGISTIC LLC,LLC,Active,2026-09-09,Domestic,Connecticut,"General Freight Trucking, Local (484110)",21 1/2 Franklin St,Danbury,CT,06810-5801,cervanteslogistic693@gmail.com
3513637,949 Pleasant Valley Road Apt 11-6 06074 LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Lessors of Other Real Estate Property (531190),15 Penwood Xing,Glastonbury,CT,06033-2755,dim_shining_4o@icloud.com
3513645,SDL AMOUR LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Clothing and Clothing Accessories Retailers (458110),462 Ridge Rd,Wethersfield,CT,06109-1923,sdlamour@yahoo.com
3513648,River Valley Customs LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Residential Remodelers (236118),99 Pond Meadow Rd,Killingworth,CT,06419,mrmiller996@yahoo.com
3513667,J & Ls Home Improvement LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Residential Remodelers (236118),32 Bidwell Ave,East Hartford,CT,06108,jnlhomeimprovement26@gmail.com
3513669,Wish upon a getaway LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Travel Agencies (561510),38 Alderwood Dr,West Hartford,CT,06117-1501,tina@wishuponagetaway.com
3513671,RAMBAIMAA LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Hotels except Casino Hotels and Motels (721110),37 Spencer Plain Rd,Old Saybrook,CT,06475-4001,motel6office37@gmail.com
3513672,ARP Ventures LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Lessors of Nonresidential Buildings except Miniwarehouses (531120),14 CENTER ST,BRISTOL,CT,06010-4915,acproctor1982@gmail.com
3513677,Advanced Home Services LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Residential Remodelers (236118),582 W Main St,New Britain,CT,06053-3920,aliali130323@gmail.com
3513691,Panther Network Security LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Other Computer Related Services (541519),53 Flat Swamp Rd,Newtown,CT,06470-1852,titus@panthernetworksecurity.com
3513692,Sree Elegance LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Clothing and Clothing Accessories Retailers (458110),709 Sand Stone Dr,South Windsor,CT,06074-2865,sreeelegancellc@gmail.com
3513698,Dr Elite Construction Group LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Residential Remodelers (236118),28 Cleveland St,New London,CT,06320-5319,danielrodriguez98980@outlook.com
3513700,Reflective Moments Therapy LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Offices of Mental Health Practitioners except Physicians (621330),219 Kent Road,New Milford,CT,06776,reflectivemomentstherapy@outlook.com
3513701,Prime Home Hernandez K.R. LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),1578 Ella T Grasso Blvd,New Haven,CT,06511-2920,primehometlaxcala@gmail.com
3513713,Elevator Instruments LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Other Measuring and Controlling Device Manufacturing (334519),84 4th Street,Suffield,CT,06078,info@elevatorinstruments.com
3513718,"MelMed Care and Wellness, PLLC",LLC,Active,2026-09-09,Domestic,Connecticut,Offices of All Other Miscellaneous Health Practitioners (621399),168 Hobart St,Southington,CT,06489-3333,melissa@melmedscrubs.com
3513720,"Crown of Glory Hats International Boutique, LLC",LLC,Active,2026-09-09,Domestic,Connecticut,Clothing and Clothing Accessories Retailers (458110),175 Main Street,East Haven,CT,06512,jiannajaneillejovell@gmail.com
3513722,GONZALEZ REPAIR Construction LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Residential Remodelers (236118),24 Walker St,New London,CT,06320-5714,eduardogonzalez98852@outlook.com
3513724,Bradley Wire llc,LLC,Active,2026-09-09,Domestic,Connecticut,All Other Specialty Trade Contractors (238990),9E townhouse rd,Broad Brook,CT,06016,wizzard.electric@gmail.com
3513725,ShowPow Jamaican Cuisine LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Limited-Service Restaurants (722513),719 Albany Ave,Hartford,CT,06112-2305,showpowcuisine@gmail.com
3513782,"CARELON INSIGHTS, LLC",LLC,Active,2026-09-09,Foreign,,551114,220 VIRGINIA AVENUE,INDIANAPOLIS,IN,46204,JUDY.BELLAMY-WOODFORD@ELEVANCEHEALTH.COM
3513792,VYLOR INC.,Stock,Active,2026-09-09,Foreign,,,1000 N. WEST ST.,WILMINGTON,DE,19801,LISA.M.PATTERSON@CORTEVA.COM
3513839,"LIFEFORCE ULTIMATE MEDICAL GROUP, P.A., P.C.",Stock,Active,2026-09-09,Foreign,,621111,100 WILSHIRE BLVD. SUITE 700,SANTA MONICA,CA,90401,RENAE.JACOB@MYLIFEFORCE.COM
3513875,"POLARIS EXPERIENCE, LLC",LLC,Active,2026-09-09,Foreign,,,2100 HIGHWAY 55,MEDINA,MN,55340,TAMMY.TESAR@POLARIS.COM
3514016,"FIRST MANHATTAN TRUST COMPANY, LLC",LLC,Active,2026-09-09,Foreign,,,80 FIELD POINT ROAD,GREENWICH,CT,06830,ASPEN@FIRSTMANHATTAN.COM
3514169,"LAFAYETTE SQUARE MORTGAGE SOLUTIONS, LLC",LLC,Active,2026-09-09,Foreign,,522292,"1601 BELVEDERE ROAD, SUITE 46",WEST PALM BEACH,FL,33406,BRENNER@LSMORTGAGESOLUTIONS.COM
3476434,The Royal Crow Holding Company LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Lessors of Nonresidential Buildings except Miniwarehouses (531120),40 South Ave,North Haven,CT,06473-2714,jscrosby.95@gmail.com
3499392,PharmDog Wellness LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Pet and Pet Supplies Retailers (459910),310 Flanders Rd Rear,East Lyme,CT,06333-1760,robynbernard@pharmdogplus.com
3504415,ZEN RELAX BEAUTY SPA INC,Stock,Active,2026-09-08,Domestic,Connecticut,Other Personal Care Services (812199),,,,,info@nystartax.com
3506172,"CABICASH SOLUTIONS, INC.",Stock,Active,2026-09-08,Foreign,DELAWARE,Miscellaneous Financial Investment Activities (523999),1000 N West St,Wilmington,DE,19801-1047,registrations@ualett.com
3507570,Vex Lending LLC,LLC,Active,2026-09-08,Domestic,Connecticut,"International, Secondary Market, and All Other Nondepository Credit Intermediation (522299)",2389 Main St,Glastonbury,CT,06033,info@point26cap.com
3509687,JOYCON USA CORP.,Stock,Active,2026-09-08,Foreign,NEW YORK,Administrative Management and General Management Consulting Services (541611),34 CORTELYOU AVE,STATEN ISLAND,NY,10312,kjin@easternaccounting.com
3509799,Orion Global LLC,LLC,Active,2026-09-08,Domestic,Connecticut,All Other General Merchandise Retailers (455219),3 Pogany St,Norwalk,CT,06854-3402,orionglobalusa@gmail.com
3510205,"Myriad Construction Services, Inc.",Stock,Active,2026-09-08,Foreign,NEW YORK,Residential Remodelers (236118),900 Park Avenue,New York,NY,10075,elies@myriadconstruction.net
3510875,Source Of Success ABA LLC,LLC,Active,2026-09-08,Foreign,NEW YORK,Offices of Mental Health Practitioners except Physicians (621330),28 Cole Ter,New Rochelle,NY,10801-1504,afeldman79@yahoo.com
3511053,ALSA (USA) HOLDINGS INC.,Stock,Active,2026-09-08,Foreign,DELAWARE,Offices of Other Holding Companies (551112),1313 N Market St,Wilmington,DE,19801,alek.safarian@alsaventures.com
3511397,Go-To Handyman L.L.C.,LLC,Active,2026-09-08,Domestic,Connecticut,Residential Remodelers (236118),2389 Main St,Glastonbury,CT,06033-4617,info@gotohandymanllc.com
3511853,HVR Architecture LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Architectural Services (541310),2389 Main St,Glastonbury,CT,06033,megan@hvrarchitecture.com
3512060,Pick lock and key LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Locksmiths (561622),738 Middletown Rd,Colchester,CT,06415-2338,rorostaxservice@gmail.com
3512112,WATSON FAMILY TREE TRANSPORTS LLC,LLC,Active,2026-09-08,Domestic,Connecticut,"General Freight Trucking, Long-Distance, Truckload (484121)",74 LENOX STREET,HARTFORD,CT,06112,markywatson8@gmail.com
3512166,K&J Home Services LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Residential Remodelers (236118),505 Wethersfield Ave,Hartford,CT,06114,kennettjesus2@gmail.com
3512176,Live Well Financial Group LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Insurance Agencies and Brokerages (524210),2389 main st,glastonbury,CT,06033,tonycruz.sfg@gmail.com
3512201,Nutmeg couriers LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Couriers and Express Delivery Services (492110),12 Windsor Pl,Norwalk,CT,06854-4127,apaige75@nutmegcouriers.com
3512207,203 Lounge & Bar LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Drinking Places Alcoholic Beverages (722410),7 Phoenix Ave,Waterbury,CT,06702-1417,the203lounge@gmail.com
3512220,J&W LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Offices of Other Holding Companies (551112),48 Columbus Pl,Stamford,CT,06907-1674,aaronwheeler20@gmail.com
3512230,Oat property L.L.C.,LLC,Active,2026-09-08,Domestic,Connecticut,Residential Property Managers (531311),557 Prospect Ave. Suite 102,West Hartford,CT,06105,omun65@gmail.com
3512237,Eaton Transport Group LLC,LLC,Active,2026-09-08,Domestic,Connecticut,General Automotive Repair (811111),50 Saw Mill Rd,Danbury,CT,06810-5131,eatontransportgroup@gmail.com
3512244,casa bianca new britain llc,LLC,Active,2026-09-08,Domestic,Connecticut,Limited-Service Restaurants (722513),45 arch st,new britain,CT,06051,casabiancanewbritain@gmail.com
3512248,FAST MACHINES LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Computer Storage Device Manufacturing (334112),94 Brandy Hill Rd,Thompson,CT,06277-2310,dan@fast-machines.com
3512251,HTM CONSTRUCTION LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Residential Remodelers (236118),177 Ash St,Bridgeport,CT,06605-2146,taxesbpt@rohuer.com
3512254,INTUITIV Creative LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Administrative Management and General Management Consulting Services (541611),17 Church Hill Rd,Redding,CT,06896-2106,ivanpoljak1@gmail.com
3512258,Riverview LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),61 Riverview Rd,Niantic,CT,06357-1120,jlfoley25@gmail.com
3512261,VibeRide Corporation,Stock,Active,2026-09-08,Domestic,Connecticut,Taxi and Ridesharing Services (485310),,,,,abdul@viberideapp.com
3512268,RNG Ventures LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Used Merchandise Retailers (459510),8 Osprey Dr,Seymour,CT,06483,nelson@nelsec.com
3512270,ATR All Things Roofing Limited Liability Company,LLC,Active,2026-09-08,Domestic,Connecticut,Residential Remodelers (236118),7 McKee Pl,Cheshire,CT,06410,austinjohn.butler@gmail.com
3512277,Eileen Rose Underwood LLC,LLC,Active,2026-09-08,Domestic,Connecticut,"Independent Artists, Writers, and Performers (711510)",75 Lynwood Road,Storrs,CT,06268,eileenroseunderwood@gmail.com
3512291,AVAST STAFFING & SERVICES LLC,LLC,Active,2026-09-08,Foreign,NEW JERSEY,Office Administrative Services (561110),1342 Ventura Dr,Lakewood,NJ,08701-2261,alex@premiercfs.com
3512292,Luke Bula Ventures LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Software Publishers (513210),206 Elm St,New Haven,CT,06520,lukejb0001@gmail.com
3512293,SCW Holdings I Corp.,Stock,Active,2026-09-08,Foreign,DELAWARE,Car Washes (811192),472 Wheelers Farms Rd,Milford,CT,06461,jford@splashcarwashes.com
3512297,JMJ RENOVATIONS & REMODELING LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Commercial and Institutional Building Construction (236220),5 HART RD,GUILFORD,CT,06437,efile1234@incfile.com
3512302,ENERGY EFFICIENCY REBATE CONSULTANTS LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Administrative Management and General Management Consulting Services (541611),19 ELIZABETH ST,ENFIELD,CT,06082,efile1234@incfile.com
3512304,Cove Movement LLC,LLC,Active,2026-09-08,Domestic,Connecticut,All Other Personal Services (812990),124 Randal Ave,West Hartford,CT,06110,covemovementllc@gmail.com
3512306,Always Somewhere Cafe LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Mobile Food Services (722330),67 Wilbur Ave,Meriden,CT,06450-5931,bgollnick@aol.com
3512310,VRANGA PROPERTY HOLDINGS LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),165 Echo Lake Rd,Watertown,CT,06795-2622,ilirvranga74@gmail.com
3512314,JUAREZ GREEN VALLEY LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Landscaping Services (561730),25 Saint Benedict Cir,Stamford,CT,06902-5214,ixtecoccarlos341@gmail.com
3512321,NDecioPhoto LLC,LLC,Active,2026-09-08,Domestic,Connecticut,All Other General Merchandise Retailers (455219),40 Glendale Street,Hamden,CT,06517-2821,info@ndeciophoto.com
3512322,Havora Construction LLC,LLC,Active,2026-09-08,Foreign,PENNSYLVANIA,Roofing Contractors (238160),882 S Matlack St,West Chester,PA,19382-4502,jeff@havoraconstruction.com
3512329,AM Capital Group LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),25 GREY ROCK RD,Bridgeport,CT,06606,angelamg670@icloud.com
3512337,Homage Deliveries LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Couriers and Express Delivery Services (492110),61 Radel St,Bridgeport,CT,06607-2114,homagedeliveries@gmail.com
3512338,"249 Winsted Rd, LLC",LLC,Active,2026-09-08,Domestic,Connecticut,Lessors of Nonresidential Buildings except Miniwarehouses (531120),39 Rocky Road West,Harwinton,CT,06791,bp.brilin@gmail.com
3512339,"Crowe's Logistics, LLC",LLC,Active,2026-09-08,Domestic,Connecticut,"General Freight Trucking, Local (484110)",62 Mallard Court,Windsor Locks,CT,06096,croweslogisticsllc@gmail.com
3512341,Gold Medical Innovation LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Other Scientific and Technical Consulting Services (541690),4 Morgan Ave,Norwalk,CT,06851-5009,samuelagold@gmail.com
3512346,Northeast Built LLC,LLC,Active,2026-09-08,Domestic,Connecticut,New Single-Family Housing Construction except For-Sale Builders (236115),479 Kettletown Rd,Southbury,CT,06488-2638,juliabhenry1@gmail.com
3512348,ALSK LANDSCAPING SERVICE LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Landscaping Services (561730),30 Maple Ave,North Haven,CT,06473-2601,atlantisllc@gmail.com
3512350,"203 Hartford Turnpike, LLC",LLC,Active,2026-09-08,Domestic,Connecticut,Lessors of Nonresidential Buildings except Miniwarehouses (531120),42 N River Rd,Tolland,CT,06084-2710,sutcliffe@foleybaker.com
3512353,Bunker Hill Boutique LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Clothing and Clothing Accessories Retailers (458110),330 Bunker Hill Road,Coventry,CT,06238,shineline34@gmail.com
3512357,"The Farmer's Community, Inc.",Non-Stock,Active,2026-09-08,Domestic,Connecticut,Administrative Management and General Management Consulting Services (541611),,,,,princevallemark@gmail.com
3512364,Handypro LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Commercial and Institutional Building Construction (236220),461 Dixwell Ave,New Haven,CT,06511-1703,tevmoye@gmail.com
3512370,Marshmo Active LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Clothing and Clothing Accessories Retailers (458110),5085 MAIN STREET,Trumbull,CT,06611,hellomarshmo@gmail.com
3512375,Simar Holmes LLC,LLC,Active,2026-09-08,Domestic,Connecticut,All Other Legal Services (541199),186 Jelliff Mill Rd,New Canaan,CT,06840-6510,simar.holmes@taylor-rose.co.uk
3512377,Sunflower Mountain Mental Health LLC,LLC,Active,2026-09-08,Foreign,COLORADO,Offices of Mental Health Practitioners except Physicians (621330),1309 Coffeen Avenue STE 1200,Sheridan,WY,82801,formations@wyomingllcattorney.com
3512380,"Fitty Lissy Fit, LLC",LLC,Active,2026-09-08,Domestic,Connecticut,All Other Personal Services (812990),29 New Ln,Cromwell,CT,06416-2007,alissa@fittylissyfit.com
3512385,"Cats and Dogs Spirits, LLC",LLC,Active,2026-09-08,Foreign,FLORIDA,Wine and Distilled Alcoholic Beverage Merchant Wholesalers (424820),735 E Venice Ave,Venice,FL,34285-7057,stephen.riedel@westernspirits.com
3512394,3 Victor Drive LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),100 Danbury Road,Ridgefield,CT,06877,mike@ridgefieldapartments.com
3512395,MQJ LUXURY BEAUTY LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Beauty Salons (812112),3 admiral stre,Westhaven,CT,06516,suggsniagrah11@gmail.com
3512397,OV Gourmet Group LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),25 Grey Rock Rd,Bridgeport,CT,06606-1411,orri6298@gmail.com
3512401,203 Iron Street Gang LLC,LLC,Active,2026-09-08,Domestic,Connecticut,New Single-Family Housing Construction except For-Sale Builders (236115),420 Burningtree Dr.,Groton,CT,06340,203ironstgang@gmail.com
3512403,Arthur Winslow Jr LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),1656 Meriden Wtby Tpke,Milldale,CT,06467-6507,artwinjr@gmail.com
3512418,"Lone Pine Acres Family Farm, LLC",LLC,Active,2026-09-08,Domestic,Connecticut,Other Vegetable except Potato and Melon Farming (111219),26 Allison Rd,Vernon Rockville,CT,06066-5208,lonepineacresfamilyfarm@gmail.com
3512420,Ceimeanna Steps to Stage Initiative Inc,Non-Stock,Active,2026-09-08,Domestic,Connecticut,Civic and Social Organizations (813410),,,,,ceimeannastepstostage@gmail.com
