account_number,name,entity_type,status,registered,domestic_or_foreign,formation_place,naics,street,city,state,zip,email
3517609,HAPPY HEARTS LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Child Care Services (624410),141 Blue Ridge Drive Extension,Waterbury,CT,06704,support@usa-llc-filing.com
3517616,MALCOLM DEMAYO CONSULTING LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Computer Systems Design Services (541512),128 Pocconock Trl,New Canaan,CT,06840-5029,support@usa-llc-filing.com
3517625,THE BEET FARM LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Marketing Consulting Services (541613),33 THOMSON RD,West Hartford,CT,06107,wendy.antarsh@gmail.com
3517629,SURGE CHAMBER LLC,LLC,Active,2026-09-16,Domestic,Connecticut,General Rental Centers (532310),421 S End Rd,Southington,CT,06479-1826,support@usa-llc-filing.com
3517630,Frontline Property Holdings LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),155 Babbitt Rd,Bedford Hills,NY,10507-2006,jessemaracallo@gmail.com
3517631,Smith Pond AB&B Limited Liability Company,LLC,Active,2026-09-16,Domestic,Connecticut,All Other Traveler Accommodation (721199),300 Smith Pond Rd,Watertown,CT,06795-1415,300smithpond@gmail.com
3517639,PHOENIX BEAUTY LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Beauty Salons (812112),2320 Main St,Bridgeport,CT,06606,phoenixbeautysirlene@gmail.com
3517640,"JBS 240 Spring, LLC",LLC,Active,2026-09-16,Domestic,Connecticut,Lessors of Nonresidential Buildings except Miniwarehouses (531120),321 Main Street,Farmington,CT,06032,bsenese@calcoconstructioninc.com
3517641,DinkinsColumbus LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Administrative Management and General Management Consulting Services (541611),11 Pequot St,East Haven,CT,06512-4527,kdinkins@gmail.com
3517642,"Miami Holdings, LLC",LLC,Active,2026-09-16,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),93 Nooks Hill Rd,Cromwell,CT,06416-1528,cranicksellsct@att.net
3517644,Fresh Links Supplies LLC,LLC,Active,2026-09-16,Domestic,Connecticut,All Other General Merchandise Retailers (455219),16 Apple Blossom Lane,Danbury,CT,06811,freshlinks26@gmail.com
3517645,Partnered Properties LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),30 North Gould St,Sheridan,WY,82801,info@3gingersholdings.com
3517647,RICH MANNER CLOTHING LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Clothing and Clothing Accessories Retailers (458110),38 Suggetts Ln,Bridgeport,CT,06607-2207,richmannerclothing@gmail.com
3517650,J78 Enterprises LLC,LLC,Active,2026-09-16,Domestic,Connecticut,"General Freight Trucking, Long-Distance, Truckload (484121)",24 Harvard St,Hartford,CT,06106-4313,james.jenkins860@gmail.com
3517654,79 Congress Avenue LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),16 pleasant street,wolcott,CT,06716,dwspoiled2@aol.com
3517657,Fairy Esthetics LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Beauty Salons (812112),15 Elam St,New Britain,CT,06053,fairyesthetics203@gmail.com
3517658,Rock Your Locks LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Beauty Salons (812112),125B S MAIN ST,NEWTOWN,CT,06470-2308,rockyourlocksllc@gmail.com
3517661,DAJ HOME IMPROVEMENT LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Residential Remodelers (236118),50 Knox St,West Haven,CT,06516,dr1620446@gmail.com
3517662,Rosado Mosaic Tiling LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Tile and Terrazzo Contractors (238340),226 Baxter Ln,Milford,CT,06460-6813,victorsrosado@gmail.com
3517663,"Fitness Supply Warehouse, LLC",LLC,Active,2026-09-16,Domestic,Connecticut,Sporting Goods Retailers (459110),253 White Street,DANBURY,CT,06810,fitnesssupplywarehouse@gmail.com
3517664,85 Congress Avenue LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),16 pleasant street,wolcott,CT,06716,dwspoiled2@aol.com
3517668,LU PAZ CONSTRUCTION LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Residential Remodelers (236118),33 W Main St,Norwalk,CT,06851-4574,affordablemotorsct3@gmail.com
3517671,ADAPTION MARKETING VENTURES LLC,LLC,Active,2026-09-16,Foreign,DELAWARE,Passenger Car Rental (532111),84 Lewis St,Bridgeport,CT,06605-1224,tymelt16@gmail.com
3517673,Stallion Entertainment LLC,LLC,Active,2026-09-16,Domestic,Connecticut,"Independent Artists, Writers, and Performers (711510)",1069 N Colony Rd,Meriden,CT,06450-2341,djstallion203@gmail.com
3517674,125 Congress Avenue LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),16 pleasant street,wolcott,CT,06716,dwspoiled2@aol.com
3517676,DAILY LINEN LLC,LLC,Active,2026-09-16,Foreign,COLORADO,Home Furnishing Merchant Wholesalers (423220),230 East Avenue,East Norwalk,CT,06855,harsh@taxman365.com
3517677,130 East Liberty Street LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),16 pleasant street,wolcott,CT,06716,dwspoiled2@aol.com
3517684,1118 East Main Street LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),16 pleasant street,wolcott,CT,06716,dwspoiled2@aol.com
3517687,19 Green Street LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),16 pleasant street,wolcott,CT,06716,dwspoiled2@aol.com
3517688,JDME Precision LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Wholesale Trade Agents and Brokers (425120),14 Rocamora Rd,Rocky Hill,CT,06067-2069,jdmeprecision@gmail.com
3517690,Lumi Links LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Jewelry Retailers (458310),33 Lake View Ave,Salem,CT,06420-3728,stephanie.waidler@gmail.com
3517694,99 Green Street LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),16 pleasant street,wolcott,CT,06716,dwspoiled2@aol.com
3517695,CN Venture Group LLC,LLC,Active,2026-09-16,Foreign,WYOMING,Offices of All Other Miscellaneous Health Practitioners (621399),490 Cornwall Ave.,Cheshire,CT,06410,radianttheoryvitamin@gmail.com
3517696,"HR RETAIL , LLC",LLC,Active,2026-09-16,Domestic,Connecticut,All Other General Merchandise Retailers (455219),844 Main St,Manchester,CT,06040-6002,tarekambia@gmail.com
3517698,DAYCARE ART LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Child Care Services (624410),61 Harwich St,Hartford,CT,06114-1730,daycareart@gmail.com
3517699,81 School Street LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),621 Terryville Ave,Bristol,CT,06010-4078,bcnavarrotrk@gmail.com
3517700,KKL PREMIER CLEANING LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Janitorial Services (561720),37 Old Route 7,Brookfield,CT,06804-1713,support@usa-llc-filing.com
3517701,109 Green Street LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),16 pleasant street,wolcott,CT,06716,dwspoiled2@aol.com
3517707,victor transportation LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Passenger Car Rental (532111),192 Laurel St,Hartford,CT,06105-3447,nicklebron78@yahoo.com
3517708,70 John Street LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),16 pleasant street,wolcott,CT,06716,dwspoiled2@aol.com
3517710,Proper Fitment TM LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Clothing and Clothing Accessories Retailers (458110),12 Well Ave,Danbury,CT,06810-6302,properfitmentco@gmail.com
3517713,Coastal La Tavola LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Caterers (722320),284 Georgetown Rd,Weston,CT,06883-1208,coastallatavola@gmail.com
3517714,17 Poplar Place LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),16 Pleasant Street,wolcott,CT,06716,dwspoiled2@aol.com
3517716,Goodstead LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Office Administrative Services (561110),113 Woodbury Rd,Washington,CT,06793,robert.swigert@goodstead.co
3517717,17 Poplar Street LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),16 Pleasant Street,Wolcott,CT,06716,dwspoiled2@aol.com
3517718,559 Lombard St LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Lessors of Other Real Estate Property (531190),670 Myrtle Ave,Brooklyn,NY,11205-3923,brookealty@gmail.com
3517721,18 Pearl LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),16 Pleasant Street,Wolcott,CT,06716,dwspoiled2@aol.com
3517726,239 River Street LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),16 Pleasant Street,Wolcott,CT,06716,dwspoiled2@aol.com
3517727,CMO Solutions Group LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Advertising Agencies (541810),2079 Killingly Commons Dr,Dayville,CT,06241-2190,info@heroshotsmedia.com
3517728,37 Summit Street LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),16 Pleasant Street,wolcott,CT,06716,dwspoiled2@aol.com
3517729,18 Third Street LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),16 Pleasant Street,wolcott,CT,06716,dwspoiled2@aol.com
3517734,90 Wakelee Road LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),16 Pleasant Street,Wolcott,CT,06716,dwspoiled2@aol.com
3517740,92 Wakelee Road LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),16 Pleasant Street,Wolcott,CT,06716,dwspoiled2@aol.com
3517744,11 Pleasant Street LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),16 Pleasant Street,Wolcott,CT,06716,dwspoiled2@aol.com
3517745,17 Pleasant Street LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),16 Pleasant Street,wolcott,CT,06716,dwspoiled2@aol.com
3517747,1001 Property Works LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Residential Remodelers (236118),276 Middletown Ave,Wethersfield,CT,06109-3805,damirda2141@gmail.com
3517748,"West Rock Associates, LLC",LLC,Active,2026-09-16,Domestic,Connecticut,Lessors of Nonresidential Buildings except Miniwarehouses (531120),79 Bethany Farms Road,Bethany,CT,06524,jc1234.xu@gmail.com
3517749,18 Pleasant LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),16 Pleasant Street,Wolcott,CT,06716,dwspoiled2@aol.com
3517750,Dinkins Consulting LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Administrative Management and General Management Consulting Services (541611),11 Pequot St,East Haven,CT,06512-4527,kdinkins@gmail.com
3517751,19 Pleasant LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),16 Pleasant Street,wolcott,CT,06716,dwspoiled2@aol.com
3517752,Reclaimd LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Software Publishers (513210),3 Valley Field Rd,Westport,CT,06880-3834,mikael.d.nagy@gmail.com
3517753,Tri-State Equipment Group LLC,LLC,Active,2026-09-16,Foreign,NEW YORK,Industrial Machinery and Equipment Merchant Wholesalers (423830),511 S Fulton Ave,Mount Vernon,NY,10550-5009,tom@tsme.com
3517756,"Regency Renovations, LLC",LLC,Active,2026-09-16,Domestic,Connecticut,Other Activities Related to Real Estate (531390),424 Main Street,Watertown,CT,06795,david@regencyhomesct.com
3517757,20 Pleasant Street LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),16 Pleasant Street,Wolcott,CT,06716,dwspoiled2@aol.com
3517758,Calochy LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Residential Remodelers (236118),47 MULBERRY ST,NAUGATUCK,CT,06770-3416,valdezrosa6@gmail.com
3517759,D&E Transport & Towing LLC,LLC,Active,2026-09-16,Domestic,Connecticut,"General Freight Trucking, Local (484110)",7 Padanaram Rd,Danbury,CT,06811-5721,detransporttowing@gmail.com
3517761,NORTH HAVEN SLIMS LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Limited-Service Restaurants (722513),42 Sarenee Cir,Trumbull,CT,06611-1258,bimalmthakkar@gmail.com
3517765,BaishuiLin LLC,LLC,Active,2026-09-16,Foreign,ARIZONA,Lessors of Residential Buildings and Dwellings (531110),7414 E Northland Dr Unit A105,Scottsdale,AZ,85251-1317,linhenry@yahoo.com
3517768,14 Burr School Road Owner LLC,LLC,Active,2026-09-16,Domestic,Connecticut,New Housing For-Sale Builders (236117),1723 Post Rd E,Westport,CT,06880-5606,joe@coastal-lux.com
3517770,7TH SKY DISTRIBUTION LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Other Miscellaneous Nondurable Goods Merchant Wholesalers (424990),391 Bridgeport Ave,Shelton,CT,06484-5382,skydistribution7llc@hotmail.com
3517776,Corner To Corner Clean LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Janitorial Services (561720),55 Beebe St,Naugatuck,CT,06770,cornertocornercleanllc@gmail.com
3517778,KW Investment Group LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),188 Spicewood Lane,Berlin,CT,06037,support@usa-llc-filing.com
3517779,MANE & ROSE CONSTRUCTION LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Finish Carpentry Contractors (238350),2F Croton Ave,Ossining,NY,10562,jayroleon@icloud.com
3517780,Maestro Tech Inc.,Stock,Active,2026-09-16,Foreign,DELAWARE,Mortgage and Nonmortgage Loan Brokers (522310),11555 Heron Bay Blvd,Coral Springs,FL,33076,grayson@licensingstore.com
3517781,Snaptique Needlepoint LLC,LLC,Active,2026-09-16,Domestic,Connecticut,"Sewing, Needlework, and Piece Goods Retailers (459130)",37 Stag Ln,Greenwich,CT,06831-3137,augustaperrin@gmail.com
3517784,TRANSPORTATION TV LLC,LLC,Active,2026-09-16,Domestic,Connecticut,"General Freight Trucking, Local (484110)",31 Frank St,New Haven,CT,06519-1920,luismiguel07112020@gmail.com
3517785,Cliff and Jenereal LLC,LLC,Active,2026-09-16,Domestic,Connecticut,All Other General Merchandise Retailers (455219),46 Windy Hill Rd,Milford,CT,06461,cliffandjenereal@gmail.com
3517787,RED CRYSTAL CT LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Other Activities Related to Real Estate (531390),30 Twin Oaks,New Milford,CT,06776-5400,davidrojas0206@gmail.com
3517789,"YSM Credentialing, LLC",LLC,Active,2026-09-16,Domestic,Connecticut,Administrative Management and General Management Consulting Services (541611),126 Foxon Blvd,East Haven,CT,06513-1806,yolymar.santos@ysmcredentialing.com
3517799,MC Recruiting Solutions LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Employment Placement Agencies (561311),22 abbey lane,danbury,CT,06810,mcrecruitingsolutions@outlook.com
3517824,DAJ LANDSCAPING LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Landscaping Services (561730),14 Melrose Ave,Danbury,CT,06810-6142,dajlandscapingllc@yahoo.com
3517826,Beacon Garage Door CT LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Finish Carpentry Contractors (238350),2389 Main St.,Glastonbury,CT,06033,eastern@registeredagentsinc.com
3517830,Eneias moving logistic LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Used Household and Office Goods Moving (484210),7 Farmington Ave,Waterbury,CT,06710-1737,eneiasmovingllc@gmail.com
3517831,Queef Chapel L.L.C.,LLC,Active,2026-09-16,Domestic,Connecticut,Clothing and Clothing Accessories Retailers (458110),482 Lake Ave,Bristol,CT,06010-7343,cassierb1478@gmail.com
3517834,K.S.S Limited Liability Company,LLC,Active,2026-09-16,Domestic,Connecticut,Other Activities Related to Real Estate (531390),143 Freeman Road,Oxford,CT,06478,exreport05@gmail.com
3517841,Gaines & Gather LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Convention and Trade Show Organizers (561920),27 April Way,Bloomfield,CT,06002-2805,courtagaines@gmail.com
3517844,VST Southford LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Limited-Service Restaurants (722513),134 Sunset Rdg,Rocky Hill,CT,06067-2927,rushitshah921@gmail.com
3517852,AxleForce Towing LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Motor Vehicle Towing (488410),65 GRANITE ST,NEW LONDON,CT,06320,johnsoneric211@outlook.com
3517855,"Tile, Paint and Beyond LLC",LLC,Active,2026-09-16,Domestic,Connecticut,All Other Plastics Product Manufacturing (326199),161 Overland Ave,Bridgeport,CT,06606,tilepaintandbeyond@gmail.com
3517856,MajorCore Capital LLC,LLC,Active,2026-09-16,Domestic,Connecticut,"Financial Transactions Processing, Reserve, and Clearinghouse Activities (522320)",515 Centerpoint Dr,Middletown,CT,06457-7570,mack@majorcorecapital.com
3517857,We Heart Properties LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Other Activities Related to Real Estate (531390),49 Silver St,Branford,CT,06405-4079,michellegutierrez.realestate@gmail.com
3517858,Access Granted Family Therapy P.L.L.C,LLC,Active,2026-09-16,Domestic,Connecticut,Other Individual and Family Services (624190),424 Lake ave.,Bristol,CT,06010,accessgranted86@protonmail.com
3517860,VST 77 Main Street LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Limited-Service Restaurants (722513),134 Sunset Rdg,Rocky Hill,CT,06067-2927,rushitshah921@gmail.com
3517862,VST 999 Main Street LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Limited-Service Restaurants (722513),134 Sunset Rdg,Rocky Hill,CT,06067-2927,rushitshah921@gmail.com
3517864,VST 4 Rainbow Road LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Limited-Service Restaurants (722513),134 Sunset Rdg,Rocky Hill,CT,06067-2927,rushitshah921@gmail.com
3517868,VST 150 Rainbow Road LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Limited-Service Restaurants (722513),134 Sunset Rdg,Rocky Hill,CT,06067-2927,rushitshah921@gmail.com
3517872,VST Ella Grasso TPKE LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Limited-Service Restaurants (722513),134 Sunset Rdg,Rocky Hill,CT,06067-2927,rushitshah921@gmail.com
3517874,Henry South LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Lessors of Other Real Estate Property (531190),141 Longfellow Dr,Longmeadow,MA,01106-2311,henryjoshn@yahoo.com
3517876,Honey Bee Cafe LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Snack and Nonalcoholic Beverage Bars (722515),354 Main St,Winsted,CT,06098,solylunacafe354@gmail.com
3517878,Connecticut Water And Fire LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Remediation Services (562910),277 Tremont St,New Britain,CT,06051-1120,ctwaterandfire@gmail.com
3517879,VST Kennedy Road LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Limited-Service Restaurants (722513),134 Sunset Rdg,Rocky Hill,CT,06067-2927,rushitshah921@gmail.com
3517881,MUVE LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Vending Machine Operators (445132),34 South Mill Drive,South Glastonbury,CT,06073,makethemuve@gmail.com
3517887,VST Poquonock Ave LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Limited-Service Restaurants (722513),134 Sunset Rdg,Rocky Hill,CT,06067-2927,rushitshah921@gmail.com
3517893,EVER GLOW CLEANING LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Janitorial Services (561720),320 White St,Hartford,CT,06106-4302,info@everglowcleaningct.com
3517894,VST Windsor Ave LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Limited-Service Restaurants (722513),134 Sunset Rdg,Rocky Hill,CT,06067-2927,rushitshah921@gmail.com
3517897,VST Maple Ave LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Limited-Service Restaurants (722513),134 Sunset Rdg,Rocky Hill,CT,06067-2927,rushitshah921@gmail.com
3517901,Bagoon�s Automotive Repair LLC,LLC,Active,2026-09-16,Domestic,Connecticut,General Automotive Repair (811111),6295 Main St,Trumbull,CT,06611,bagoonsautomotive@gmail.com
3517902,Cobb Services LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Framing Contractors (238130),177 Smith Rd,East Haddam,CT,06423-1251,chris.cobb.1984@gmail.com
3517903,VST New Britain Ave LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Limited-Service Restaurants (722513),134 Sunset Rdg,Rocky Hill,CT,06067-2927,rushitshah921@gmail.com
3517910,M&M's Not Just Soup LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Full-Service Restaurants (722511),24 COGGSWELL ST,Bridgeport,CT,06610,mandmnotjustsoup@gmail.com
3517915,The Stafford Place Wellness Limited Liability Company,LLC,Active,2026-09-16,Domestic,Connecticut,All Other General Merchandise Retailers (455219),55 W Stafford Rd,Stafford Springs,CT,06076-1010,thestaffordplace@gmail.com
3517919,VST Stanley Street LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Limited-Service Restaurants (722513),134 Sunset Rdg,Rocky Hill,CT,06067-2927,rushitshah921@gmail.com
3517920,JAY Design Studio LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Architectural Services (541310),174 Mariomi Rd,New canaan,CT,06840,jesskatty@hotmail.com
3517922,JBS Restoration LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Residential Remodelers (236118),52 Davis St,Danbury,CT,06810-5457,info@jbsrestoration.com
3517923,VST Farmington Ave LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Limited-Service Restaurants (722513),134 Sunset Rdg,Rocky Hill,CT,06067-2927,rushitshah921@gmail.com
3517927,Tiff of All Trades LLC,LLC,Active,2026-09-16,Domestic,Connecticut,"Gift, Novelty, and Souvenir Retailers (459420)",35 South St,Milford,CT,06460-7874,tiffofalltrades02@gmail.com
3517930,Ebanks Enterprise LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Vending Machine Operators (445132),903 Main Street,Manchester,CT,06040,ebanks1enterprise@gmail.com
3517931,Perlox Diamonds LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Jewelry Retailers (458310),141 Daly Ave # 1,New Britain,CT,06051,perloxdiamonds@gmail.com
3517933,VST 6 Colt Highway LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Limited-Service Restaurants (722513),134 Sunset Rdg,Rocky Hill,CT,06067-2927,rushitshah921@gmail.com
3517934,First Class Combat Officials LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Other Spectator Sports (711219),53 Arden Rd,Waterbury,CT,06708,firstclasscombatofficials@yahoo.com
3517937,Little Roots Family Daycare LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Child Care Services (624410),6 Topstone Dr,Danbury,CT,06810-7038,albertobasurto81@hotmail.com
3517941,Minx Co. LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Beauty Salons (812112),641 New Park Ave,West Hartford,CT,06110-1318,minxco101@gmail.com
3517942,Limitless Outdoors LLC,LLC,Active,2026-09-16,Domestic,Connecticut,All Other Specialty Trade Contractors (238990),117 Thompson Pike,Dayville,CT,06241-1118,bdorg93@gmail.com
3517943,My Canvas Creations LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Graphic Design Services (541430),179 Surrey Dr,Bristol,CT,06010-7658,elove@mycanvascreations.com
3517959,GXP Cleaning LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Janitorial Services (561720),20 Platt St,Waterbury,CT,06704-3017,gxpcleaningllc@gmail.com
3517968,The Next Place L.L.C.,LLC,Active,2026-09-16,Domestic,Connecticut,All Other Personal Services (812990),71 Roberts Rd,Marlborough,CT,06447,mauractrealtor@gmail.com
3517973,144 Maplewood Ave LLC,LLC,Active,2026-09-16,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),155 Mountain Spring Rd,Farmington,CT,06032-1614,lou.raven@gmail.com
3518039,"JIFFY LUBE, LLC",LLC,Active,2026-09-16,Foreign,,811191,"11330 Clay Road, Suite 300",HOUSTON,TX,77041,realestate@jiffylube.com
3518118,"JERSEY MIKE'S HOLDCO, LLC",LLC,Active,2026-09-16,Foreign,,,"1 COMMVAULT WAY, SUITE 400",TINTON FALLS,NJ,19801,tax@jerseymikes.com
3518255,NIVAGEN PHARMACEUTICALS LLC,LLC,Active,2026-09-16,Foreign,,424210,3900 DUCKHORN DRIVE,SACRAMENTO,CA,95834,PAI.LEGAL@PAIPHARMA.COM
3518288,"SALVAGNINI AMERICA, INC.",Stock,Active,2026-09-16,Foreign,,333517,27 BICENTENNIAL CT,HAMILTON,OH,45015-1382,MICHAEL.KLEMT@SALVAGNINI.COM
3518302,Jersey Mike's Management Aggregator LLC,LLC,Active,2026-09-16,Foreign,,,1 COMMVAULT WAY SUITE 400,TINTON FALLS,NJ,07724,TAX@JERSEYMIKES.COM
3518834,"HORNBLOWER FACILITY OPERATIONS, LLC",LLC,Active,2026-09-16,Foreign,,,4901 VINELAND ROAD SUITE 200,ORLANDO,FL,32811,LEGAL@HORNBLOWER.COM
3518846,"Constellation SPV, LLC",LLC,Active,2026-09-16,Foreign,,,17 Cowboys Way Suite 400,Frisco,TX,75034,legal@boingo.com
3472420,"The Sponsorship Intelligence Group, Inc.",Stock,Active,2026-09-15,Foreign,DELAWARE,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services (518210)",14900 Avery Ranch Blvd,Austin,TX,78717-3951,tax@gametheoryinc.com
3492605,"Advantage Healthcare Holdings, LLC",LLC,Active,2026-09-15,Foreign,Delaware,Administrative Management and General Management Consulting Services (541611),One Hospital Plaza,Stamford,CT,06904,cherylk@adtherapy.com
3500846,Just Pop Sta LLC,LLC,Active,2026-09-15,Domestic,Connecticut,Snack and Nonalcoholic Beverage Bars (722515),932 High Ridge Rd,Stamford,CT,06905-1601,mbash@brendonpierson.com
3506429,The Priv� Nanny Co L.L.C.,LLC,Active,2026-09-15,Domestic,Connecticut,Employment Placement Agencies (561311),262 Parrott Ave,Bridgeport,CT,06606-5421,misspascal14@gmail.com
3510655,Desert Point Valley LLC,LLC,Active,2026-09-15,Foreign,DELAWARE,Land Subdivision (237210),50 Roseville Rd,Westport,CT,06880-3714,ylyubarsky@gmail.com
3510692,"Allot, Inc.",Stock,Active,2026-09-15,Foreign,DELAWARE,Custom Computer Programming Services (541511),1053 N George Mason Dr,Arlington,VA,22205,rye@nextstage.ai
3512607,LCS Better Living LLC,LLC,Active,2026-09-15,Domestic,Connecticut,Other Activities Related to Real Estate (531390),2389 Main Street Ste 100,Glastonbury,CT,06033,llcsupport@primecorporateservices.com
3512928,E2G Enterprises LLC,LLC,Active,2026-09-15,Domestic,Connecticut,Commercial and Institutional Building Construction (236220),299 Welton St,Hamden,CT,06517,gerard@magnionline.com
3513510,Housecraft Inc,Stock,Active,2026-09-15,Foreign,NEW YORK,Residential Remodelers (236118),266 S Boulevard,Nyack,NY,10960-4125,dc1@housecraftconstruction.com
3514705,"Crescent Distributions NC, LLC",LLC,Active,2026-09-15,Foreign,NORTH CAROLINA,Flavoring Syrup and Concentrate Manufacturing (311930),2728 Magazine St,New Orleans,LA,70130-5629,liz@crescentcanna.com
