permit,job_filing,filing_reason,issued,approved,expires,work_type,job_description,estimated_cost,house,street,borough,zip,contractor_license_type,contractor_business,contractor_address,owner_business,owner_city,owner_state,status
M01444004-S1-PL,M01444004-S1,Initial Permit,2026-09-09,2026-08-24,2027-02-16,Plumbing,"SUBSEQUENT FILING FOR PLUMBING WORK IN CONJUNCTION WITH OT JOB#M01444004-I1. NO CHANGE IN USE, EGRESS, OR OCCUPANCY.",0,192,6 AVENUE,Manhattan,10013,P,FLOWRITE SYSTEMS CORP,46353 44TH ROAD,PR,,,Permit Issued
M01444194-I1-GC,M01444194-I1,Initial Permit,2026-09-09,2026-08-20,2026-09-30,Structural,"INTERIOR RENOVATION OF APT 2A AND 4A. PARTITION CHANGES AS PER PLANS. INSTALLATION OF NEW WINDOWS AND SKYLIGHTS. NO CHANGE IN USE, OCCUPANCY, OR EGRESS.",233900,117,EAST 11 STREET,Manhattan,10003,GC,BEE CONSTRUCTIONS LLC,184 REMSEN RD,ALLIED REALTY & DEVELOPMENT CORP.,,,Permit Issued
M01444286-I1-PMM,M01444286-I1,Initial Permit,2026-09-09,2026-09-09,2026-12-31,Protection and Mechanical Methods,Installation and use of temporary knuckle boom construction equipment as per plans filed herewith.,5000,240,GREENWICH STREET,Manhattan,10007,GC,"SAFWAY ATLANTIC, LLC",700 COMMERCIAL AVENUE,The Bank of New York,,,Permit Issued
M01444849-I1-GC,M01444849-I1,Initial Permit,2026-09-09,2026-09-08,2026-10-31,General Construction,"Filing herewith general construction scope for the replacement (in-kind) of the waterproofing membrane along the area known as the South Transverse. No change in use, occupancy, or egress proposed under this application.",443000,20,LINCOLN CENTER PLAZA,Manhattan,10023,GC,TURNER CONSTRUCTION COMPA,66 HUDSON BLVD E,DAVID H KOCH THEATER AT LINCOLN CEN,,,Permit Issued
M01445573-I1-SC,M01445573-I1,Initial Permit,2026-09-09,2026-08-25,2026-10-14,Suspended Scaffold,INSTALLATION AND USE OF SUSPENDED SCAFFOLD FOR FACADE RESTORATION/INSPECTION AS PER PLANS SUBMITTED,0,207,EAST 74 STREET,Manhattan,10021,R,PRAT ENTERPRISES CORP,310 NASSAU AVENUE,PR,,,Permit Issued
M01445956-I1-GC,M01445956-I1,Initial Permit,2026-09-09,2026-09-03,2026-10-01,General Construction,"General construction for interior renovation of Apartment 3H on the 4th floor as shown on drawings filed herewith. No change in use, egress or occupancy.",78001.9,370,FIRST AVENUE,Manhattan,10010,GC,SUPER G CONSTRUCTION CORP,"420-C EAST 111TH STREET,GR FL",BPP PCV OWNER LLC,,,Permit Issued
M01446031-I1-SC,M01446031-I1,Initial Permit,2026-09-09,2026-09-08,2027-01-22,Suspended Scaffold,INDUSTRIAL ROPE ACCESS FOR FACADE INSPECTIONS.,0,360,EAST 55 STREET,Manhattan,10022,R,"CAN USA, INC",90 BROAD STREET SUITE 247,THE STAHL ORGANIZATION,,,Permit Issued
M01446076-I1-GC,M01446076-I1,Initial Permit,2026-09-09,2026-09-04,2027-03-11,General Construction,"Removal of interior non-bearing partitions, millwork, and lighting. Installation of new interior non-bearing partitions, millwork, ceilings, and lighting. No change to use, egress, or occupancy.",50000,127,WEST 79 STREET,Manhattan,10024,GC,R & R HOME REPAIRS INC,2820 TIEMANN AVENUE,Not Applicable,,,Permit Issued
M01446213-I1-GC,M01446213-I1,Initial Permit,2026-09-09,2026-09-08,2027-04-09,General Construction,Interior demolition of non load bearing partitions on the basement level and 1st floor as indicated on drawings.,35000,11,PENN PLAZA,Manhattan,10001,GC,W5 GROUP LLC,50 E. PALISADE AVE. STE. 111,VORNADO REALTY TRUST,,,Permit Issued
M01447041-I1-GC,M01447041-I1,Initial Permit,2026-09-09,2026-09-04,2027-02-19,General Construction,"GENERAL CONSTRUCTION MODIFICATIONS TAKING PLACE ON FLOORS 1, 3 & 5 AS PER PLANS FILED HEREWITH. NO CHANGE IN USE, EGRESS, OR OCCUPANCY.",150040,706,MADISON AVENUE,Manhattan,10065,GC,JKT CONSTRUCTION INC,839 STEWART AVE,Not Applicable,,,Permit Issued
M01447041-S3-ST,M01447041-S3,Initial Permit,2026-09-09,2026-09-08,2027-02-19,Structural,"Structural modifications taking place on the 3 floor as per plans filed herewith. No change in use, egress or occupancy",15000,706,MADISON AVENUE,Manhattan,10065,GC,JKT CONSTRUCTION INC,839 STEWART AVE,Not Applicable,,,Permit Issued
M01448434-S2-PL,M01448434-S2,Initial Permit,2026-09-09,2026-09-02,2027-01-13,Plumbing,"Mount Sinai - Atran-Berg MSH Dubin Breast Center Expansion - Plumbing modifications as per plans filed herewith. No change in use, egress, or occupancy.",156000,1428,MADISON AVENUE,Manhattan,10029,P,PSI PLUMBING INC,307 WEST 38TH STREET #1656,PR,,,Permit Issued
M01448517-I1-SC,M01448517-I1,Initial Permit,2026-09-09,2026-09-08,2027-03-08,Suspended Scaffold,WINDOW INSPECTION AND MAINTENANCE VIA INDUSTRIAL ROPE ACCESS,0,249,EAST 62 STREET,Manhattan,10065,R,TWO-TONE CONTRACTING CORP,76-02 21ST AVENUE,PR,,,Permit Issued
M01450241-I1-PL,M01450241-I1,Initial Permit,2026-09-09,2026-09-03,2026-12-07,Plumbing,"HEREWITH FILING FOR PLUMBING MODIFICATIONS IN UNIT 16C AS PER PLANS.NO CHANGE TO USE, EGRESS OR OCCUPANCY.",20000,235,WEST 48 STREET,Manhattan,10036,P,AUTHENTIC PLBG CORP,32-13 ASTORIA BOULEVARD,STONEHENGE MANAGEMENT LLC,,,Permit Issued
M01450517-I1-MS,M01450517-I1,Initial Permit,2026-09-09,2026-09-09,2027-02-28,Mechanical Systems,"INSTALL NEW CHIMNEY EXTENSION AND FRESH AIR FAN AS PER PLANS. NO CHANGE IN USE, OCCUPANCY OR EGRESS.",19870,352,EAST 69 STREET,Manhattan,10021,GC,UNITED CHIMNEY CORP,840 LINCOLN AVE SUITE 10,RAGA CONSTRUCTION LLC,,,Permit Issued
M01450642-S1-SF,M01450642-S1,Initial Permit,2026-09-09,2026-09-09,2026-11-07,Supported Scaffold,"TEMPORARY PIPE SCAFFOLD AS PER DRAWINGS. SCAFFOLD SHALL COMPLY WITH CH #33 OF THE NYC BC. NO CHANGE IN USE, OCCUPANCY OR EGRESS UNDER THIS APPLICATION",5500,625,8 AVENUE,Manhattan,10018,GC,HEXAGON GROUP INC,369 JELLIFF AVE,Not Applicable,,,Permit Issued
M01450807-S1-SC,M01450807-S1,Initial Permit,2026-09-09,2026-08-28,2027-06-07,Suspended Scaffold,"Suspended scaffold in order to perform close-up inspections and facade repairs. No change in use, occupancy or egress under this application.",0,1825,RIVERSIDE DRIVE,Manhattan,10034,R,SHA HOME IMPROVEMENT INC,114-04 LIBERTY AVENUE,GURNOOR CONSTRUCTION CORP,,,Permit Issued
M01452269-I1-GC,M01452269-I1,Initial Permit,2026-09-09,2026-09-01,2027-05-26,General Construction,"INTERIOR RENOVATION OF EXISTING STORE. CHANGE OF TENANT. NO CHANGE IN USE, EGRESS, OR OCCUPANCY.",20000,19,ST MARKS PLACE,Manhattan,10003,GC,XUXU CONSTRUCTION INC,4208 BOWNE ST NUM S1,Not Applicable,,,Permit Issued
M01453360-I1-GC,M01453360-I1,Initial Permit,2026-09-09,2026-09-08,2026-12-31,General Construction,Temporary Installations to be used on a temporary event Pinterest Presents. All the Installations are to be removed upon completion of the event.,5000,547,WEST 26 STREET,Manhattan,10001,GC,NYFF EVENTS LLC,"999.SOUTH OYSTER BAY ROAD, STE 307",VORNADO REALTY TRUST,,,Permit Issued
M01453367-I1-PMM,M01453367-I1,Initial Permit,2026-09-09,2026-09-09,2027-02-17,Protection and Mechanical Methods,"INSTALLATION OF TEMPORARY OVER HEAD PROTECTION AS PER PLANS. NO CHANGE IN USE, EGRESS OR OCCUPANCY SHALL COMPLY WITH CHAPTER#33 OF 2022 THE NY BUILDING CODE.",1000,505,EAST 79 STREET,Manhattan,10075,GC,ANDAMIO SCAFFOLDING LLC,20 BURLING LANE (BOX 4-1),GERARD J. PICASO DIVISION OF HALSTE,,,Permit Issued
M01453677-I1-GC,M01453677-I1,Initial Permit,2026-09-09,2026-09-03,2026-12-22,General Construction,"TWO TEMPORARY PLATFORMS IN CONJUNCTION WITH TPA APPLICATION #M01453669-I1. MATERIALS INCLUDE FIRE-RESISTANT WOOD/METAL AND PAINT SURFACES THROUGHOUT. FIRE CERTIFICATE PROVIDED AS REQUIRED. NO CHANGE TO USE, EGRESS, OR OCCUPANCY.",5000,415,5 AVENUE,Manhattan,10016,GC,"WINICK PRODUCTIONS, LLC","250 WEST 103RD STREET, 4C",Not Applicable,,,Permit Issued
M01454223-I1-GC,M01454223-I1,Initial Permit,2026-09-09,2026-09-08,2026-12-22,General Construction,"Temporary sculpture Uniite at the Wollman Rink Overlook. Removed at the end of the programing. No changes to existing structures, use or egress.",5000,830,FIFTH AVENUE,Manhattan,10065,GC,"WINICK PRODUCTIONS, LLC","250 WEST 103RD STREET, 4C",NYC PARKS,,,Permit Issued
M01454476-I1-GC,M01454476-I1,Initial Permit,2026-09-09,2026-09-04,2027-03-07,General Construction,"CHIP OUT DETERIORATED EXISTING BROWNSTONE, SCRAPE OUT AND CLEAN SUBSTRATE, AND REINSTALL NEW BROWNSTONE FINISH AT FRONT FACADE AND STOOPS. NO CHANGE IN USE, EGRESS, OR OCCUPANCY",22300,167,EAST 80 STREET,Manhattan,10075,GC,LIYANA CONSTRUCTION INC,330 OCEAN PARKWAY B7,LIYANA CONSTRUCTION INC,,,Permit Issued
M01454483-I1-SF,M01454483-I1,Initial Permit,2026-09-09,2026-09-09,2027-08-28,Supported Scaffold,INSTALLATION OF MEDIUM DUTY PIPE SCAFFOLD FOR INSULATING AN EXTERIOR PIPE AT REAR OF BUILDING. AS PER PLANS. NO CHANGE IN USE OCCUPANCY OR EGRESS UNDER THIS APPLICATION. AREA WILL BE CLOSED OFF FROM THE PUBLIC.,17000,530,BROADWAY,Manhattan,10012,GC,ALLTECH CONSTRUCTION GR,130-23 101ST AVE,ALLTECH CONSTRUCTION GROUP INC,,,Permit Issued
M01455718-I1-SF,M01455718-I1,Initial Permit,2026-09-09,2026-09-09,2026-10-06,Supported Scaffold,"INSTALLATION OF 300PSF SIDEWALK SHED AND PIPE SCAFFOLDING AS PER PLANS. ALL EQUIPMENT SHALL COMPLY WITH CHAPTER #33 OF THE 2022 CODE NO CHANGE IN USE, EGRESS OR OCCUPANCY UNDER THIS APPLICATION.",5000,57,WEST 82 STREET,Manhattan,10024,GC,ACE GROUP NY CORP,34 BARCLAY STREET,ACE GROUP NY CORP.,,,Permit Issued
M01455718-I1-SH,M01455718-I1,Initial Permit,2026-09-09,2026-09-09,2026-10-06,Supported Scaffold,"INSTALLATION OF 300PSF SIDEWALK SHED AND PIPE SCAFFOLDING AS PER PLANS. ALL EQUIPMENT SHALL COMPLY WITH CHAPTER #33 OF THE 2022 CODE NO CHANGE IN USE, EGRESS OR OCCUPANCY UNDER THIS APPLICATION.",5000,57,WEST 82 STREET,Manhattan,10024,GC,ACE GROUP NY CORP,34 BARCLAY STREET,ACE GROUP NY CORP.,,,Permit Issued
M01455722-I1-SF,M01455722-I1,Initial Permit,2026-09-09,2026-09-09,2026-10-06,Sidewalk Shed,"INSTALLATION OF 300PSF SIDEWALK SHED AND PIPE SCAFFOLDING AS PER PLANS. ALL EQUIPMENT SHALL COMPLY WITH CHAPTER #33 OF THE 2022 CODE NO CHANGE IN USE, EGRESS OR OCCUPANCY UNDER THIS APPLICATION.",5000,59,WEST 82 STREET,Manhattan,10024,GC,ACE GROUP NY CORP,34 BARCLAY STREET,ACE GROUP NY CORP.,,,Permit Issued
M01455722-I1-SH,M01455722-I1,Initial Permit,2026-09-09,2026-09-09,2026-10-06,Sidewalk Shed,"INSTALLATION OF 300PSF SIDEWALK SHED AND PIPE SCAFFOLDING AS PER PLANS. ALL EQUIPMENT SHALL COMPLY WITH CHAPTER #33 OF THE 2022 CODE NO CHANGE IN USE, EGRESS OR OCCUPANCY UNDER THIS APPLICATION.",5000,59,WEST 82 STREET,Manhattan,10024,GC,ACE GROUP NY CORP,34 BARCLAY STREET,ACE GROUP NY CORP.,,,Permit Issued
M01455890-I1-SF,M01455890-I1,Initial Permit,2026-09-09,2026-09-09,2027-03-02,Supported Scaffold,"PROPOSED INSTALLATION OF TEMPORARY PIPE SCAFFOLD AS PER PLANS. WORK SHALL COMPLY WITH CHAPTER #33 OF 2022 THE NYC BUILDING CODE. NO CHANGE IN USE, OCCUPANCY, OR EGRESS UNDER THIS APPLICATION.",1000,273,WEST 38 STREET,Manhattan,10018,GC,PARK CONTRACTING GROUP,12 HARBOR CT E,Park Contracting Group LLC.,,,Permit Issued
M01456426-I1-SF,M01456426-I1,Initial Permit,2026-09-09,2026-09-09,2027-07-16,Sidewalk Shed,"INSTALLATION OF 300PSF SIDEWALK SHED AND PIPE SCAFFOLDING AS PER PLANS. ALL EQUIPMENT SHALL COMPLY WITH CH #33 OF THE NYC CODE 2022. NO CHANGE IN USE, OCCUPANCY OR EGRESS UNDER THIS APPLICATION.",9000,42,WEST 65 STREET,Manhattan,10023,GC,AKALA CONSTRUCTION INC,140-08 FOCH BLVD,Akala construction inc,,,Permit Issued
M01456426-I1-SH,M01456426-I1,Initial Permit,2026-09-09,2026-09-09,2026-12-08,Sidewalk Shed,"INSTALLATION OF 300PSF SIDEWALK SHED AND PIPE SCAFFOLDING AS PER PLANS. ALL EQUIPMENT SHALL COMPLY WITH CH #33 OF THE NYC CODE 2022. NO CHANGE IN USE, OCCUPANCY OR EGRESS UNDER THIS APPLICATION.",9000,42,WEST 65 STREET,Manhattan,10023,GC,AKALA CONSTRUCTION INC,140-08 FOCH BLVD,Akala construction inc,,,Permit Issued
M01456436-I1-SH,M01456436-I1,Initial Permit,2026-09-09,2026-09-09,2026-12-08,Sidewalk Shed,"INSTALLATION OF 300PSF SIDEWALK SHED AS PER PLANS. ALL EQUIPMENT SHALL COMPLY WITH CH #33 OF THE NYC CODE 2022. NO CHANGE IN USE, OCCUPANCY OR EGRESS UNDER THIS APPLICATION.",9000,545,EAST 13 STREET,Manhattan,10009,GC,GSR CONTRACTOR INC,584 TERRY PLACE,GSR CONTRACTOR INC.,,,Permit Issued
M01456642-I1-SH,M01456642-I1,Initial Permit,2026-09-09,2026-09-09,2026-12-08,Supported Scaffold,"INSTALLATION OF 300 PSF SIDEWALK SHED, PIPE SCAFFOLD, ENGINEERED ENCLSOURE, OVERHEAD PROTECTION AND WINDOW PROTECTION AS PER PLANS. ALL EQUIPMENT SHALL COMPLY WITH CHAPTER #33 OF THE 2022 CODE. NO CHANGE IN USE, EGRESS OR OCCUPANCY UNDER TH",25000,123,EDGECOMBE AVENUE,Manhattan,10030,GC,MC SUPERSTRUCTURE INC,135-53 NORTHERN BLVD #2B,MC SUPERSTRUCTURE INC.,,,Permit Issued
M01457138-I1-SH,M01457138-I1,Initial Permit,2026-09-09,2026-09-09,2026-12-08,Sidewalk Shed,"PROPOSED INSTALLATION OF HEAVY DUTY SIDEWALK SHED AS PER PLANS. LIVE LOAD 300 LBS PER SQUARE FEET. SIDEWALK SHED SHALL COMPLY WITH CHAPTER #33 OF THE NYC BUILDING CODE. NO CHANGE IN USE, OCCUPANCY, OR EGRESS UNDER THIS APPLICATION.",12000,300,WEST 20 STREET,Manhattan,10011,GC,RELIABLE ENTERPRISES INC,1431 BRUCKNER BOULEVARD,RELIABLE ENTERPRISES INC,,,Permit Issued
Q00956071-S6-MS,Q00956071-S6,Initial Permit,2026-09-09,2026-09-03,2026-12-01,Mechanical Systems,MECHANICAL WORK IN CONJUNCTION WITH ALT-CO APPLICATION Q00956071-I1,15000,193-11,MC LAUGHLIN AVENUE,Queens,11423,GC,ALMA DEVELOPERS LLC,66-64 THORNTON PLACE,N/A,,,Permit Issued
Q00964775-I1-PL,Q00964775-I1,Initial Permit,2026-09-09,2024-01-04,2026-09-16,Plumbing,APPLICATION FILED FOR PLUMBING WORK FOR NEW BUILDING GARAGE IN CONJUNCTION WITH NB APPLICATION # Q00921891,5000,115-72AGAR,NEWBURG STREET,Queens,11412,P,SUPERIOR PLUMBING & HEATI,150 CLOVE RD UNIT D,PR,,,Permit Issued
Q01177691-S8-CC,Q01177691-S8,Initial Permit,2026-09-09,2026-02-12,2027-04-27,Curb Cut,INSTALLATION OF NEW CURB CUTS AS PER PLANS,0,137,BEACH 30 STREET,Queens,11691,GC,ON STAR MANAGEMENT LLC,4118 14TH AVE. STE 114,Not Applicable,,,Permit Issued
Q01205728-S3-PL,Q01205728-S3,Initial Permit,2026-09-09,2026-07-30,2027-04-25,Plumbing,HEREWITH FILING TO CORRECT VIOLATION # 34641901Z. CAP & REMOVE ALL ILLEGAL PLUMBING FIXTURES AS PER PLANS. NO ADDITIONAL WORK OR COST BEING SUBMITTED OTHER THAN WHAT HAS ALREADY BEEN SUBMITTED IN THE I1. PLANS CHANGED TO SHOW EXITING CONDIT,2000,90-30,139 STREET,Queens,11435,P,PETER PLUMBING ASSOC. INC,129-09 26TH AVENUE,PR,,,Permit Issued
Q01222315-S3-CC,Q01222315-S3,Initial Permit,2026-09-09,2025-07-22,2027-04-27,Curb Cut,INSTALLATION OF NEW CURB CUTS AS PER PLANS.,0,147,BEACH 30 STREET,Queens,11691,GC,ON STAR MANAGEMENT LLC,4118 14TH AVE. STE 114,Not Applicable,,,Permit Issued
Q01231263-S2-FO-EA,Q01231263-S2,Initial Permit,2026-09-09,2026-08-14,2026-10-14,Earth Work,FILE FOUNDATION AND EARTH WORK IN CONJUNCTION WITH JOB#Q01231263,0,53-55,63 STREET,Queens,11378,GC,JJK BUILDING CONSULTING,43-46 UTOPIA PARKWAY,4511 193 ST LLC,,,Permit Issued
Q01231263-S3-ST,Q01231263-S3,Initial Permit,2026-09-09,2026-08-14,2026-10-28,Structural,FILE STRUCTURE IN CONJUNCTION WITH JOB#Q01231263,0,53-55,63 STREET,Queens,11378,GC,FULIN CONSTRUCTION NY INC,146-40 32ND AVENUE,4511 193 ST LLC,,,Permit Issued
Q01231264-S2-FO-EA,Q01231264-S2,Initial Permit,2026-09-09,2026-05-18,2026-10-14,Earth Work,FILE FOUNDATION AND EARTH WORK IN CONJUNCTION WITH JOB#Q01231264,0,53-57,63 STREET,Queens,11378,GC,JJK BUILDING CONSULTING,43-46 UTOPIA PARKWAY,4511 193 ST LLC,,,Permit Issued
Q01231264-S3-ST,Q01231264-S3,Initial Permit,2026-09-09,2026-05-18,2026-10-28,Structural,FILE STRUCTURE FOR A NEW 3-STORY BUILDING IN CONJUNCTION WITH JOB#Q01231264,0,53-57,63 STREET,Queens,11378,GC,FULIN CONSTRUCTION NY INC,146-40 32ND AVENUE,4511 193 ST LLC,,,Permit Issued
Q01231266-S3-ST,Q01231266-S3,Initial Permit,2026-09-09,2026-08-20,2026-10-28,Structural,FILE STRUCTURE IN CONJUNCTION WITH JOB#,0,53-59,63 STREET,Queens,11378,GC,FULIN CONSTRUCTION NY INC,146-40 32ND AVENUE,4511 193 ST LLC,,,Permit Issued
Q01246317-I1-GC,Q01246317-I1,Initial Permit,2026-09-09,2026-08-19,2027-09-09,General Construction,PROPOSED NEW 6 STORY RESIDENTIAL BUILDING,0,306,BEACH 70 STREET,Queens,11692,GC,ABOVE BUILDER GROUP LLC,1314 59TH STRET,Not Applicable,,,Permit Issued
Q01246317-S5-SE,Q01246317-S5,Initial Permit,2026-09-09,2026-06-19,2027-09-09,Support of Excavation,SOE SPECIFICATIONS FILED IN CONJUNCTION WITH NB APPLICATION #Q01246317-I1.,0,306,BEACH 70 STREET,Queens,11692,GC,ABOVE BUILDER GROUP LLC,1314 59TH STRET,Not Applicable,,,Permit Issued
Q01246317-S6-MS,Q01246317-S6,Initial Permit,2026-09-09,2026-03-22,2027-09-09,Mechanical Systems,MECHANICAL SPECIFICATIONS FILED IN CONJUNCTION WITH GC APPLICATION Q01246317-I1,0,306,BEACH 70 STREET,Queens,11692,GC,ABOVE BUILDER GROUP LLC,1314 59TH STRET,Not Applicable,,,Permit Issued
Q01254580-S3-PL,Q01254580-S3,Initial Permit,2026-09-09,2025-11-21,2026-09-15,Plumbing,NYC DEV HUB: Plumbing work in conjunction with new building construction,0,35-42,41 STREET,Queens,11101,P,PROTO P & H SERVICES CORP,20-57 STEINWAY STREET,DOMAIN 41ST STREET SITE B LLC,,,Permit Issued
Q01258077-S2-EW-SP,Q01258077-S2,Initial Permit,2026-09-09,2025-09-04,2027-02-15,Sprinklers,"Filing herewith for plumbing and sprinkler work as per plans submitted. No change in egress, use, or occupancy.",98400,162-21,JAMAICA AVENUE,Queens,11432,F,A & F FIRE PROTECTION CO,1156 AVENUE OF AMERICAS,PR,,,Permit Issued
Q01266340-I1-FO,Q01266340-I1,Initial Permit,2026-09-09,2026-06-23,2026-09-29,Structural,PROPOSED ONE STORY NEW BUILDING GARAGE.,0,112-45 GAR,219 STREET,Queens,11429,GC,ASJ CONSTRUCTION INC,11440 122ND STREET,METROPOLITAN ELECTRIC OF NEW YORK I,,,Permit Issued
Q01266340-I1-GC-CX,Q01266340-I1,Initial Permit,2026-09-09,2026-06-23,2026-09-29,Structural,PROPOSED ONE STORY NEW BUILDING GARAGE.,0,112-45 GAR,219 STREET,Queens,11429,GC,ASJ CONSTRUCTION INC,11440 122ND STREET,METROPOLITAN ELECTRIC OF NEW YORK I,,,Permit Issued
Q01267095-S1-PMM,Q01267095-S1,Initial Permit,2026-09-09,2026-01-30,2027-01-01,Protection and Mechanical Methods,MECHANICAL EQUIPMENT USE TO ASSIST WITH DEMO,7000,45-35,DAVIS STREET,Queens,11101,GC,DTO ALTERATIONS LLC,838 MCLEAN AVE 2ND FL,ZD JASPER REALTY,,,Permit Issued
Q01267398-Z5-EW-SD,Q01267398-Z5,Initial Permit,2026-09-09,2026-09-09,2026-12-15,Standpipe,Temp Standpipe for parking garage (Hardrock),0,40-02,126 STREET,Queens,11368,F,RAEL AUTOMATIC SPR.CO INC,89 5TH AVENUE SUITE 603,NYC Parks,,,Permit Issued
Q01275341-Z5-EW-SD,Q01275341-Z5,Initial Permit,2026-09-09,2026-08-28,2027-06-29,Standpipe,Temp Standpipe for parking garage (Hardrock),0,35-16,126 STREET,Queens,11368,P,PARKVIEW P&H INC,2210 REEDS MILL LANE,NYC Parks,,,Permit Issued
Q01279622-S2-PL,Q01279622-S2,Initial Permit,2026-09-09,2026-09-01,2026-12-12,Plumbing,"HEREWITH FILING SUBSEQUENT PLUMBING APPLICATION IN CONJUNCTION WITH ALT-CO GC Q01279622-I1 FOR PLUMBING WORK IN CELLAR, FIRST, AND SECOND AS PER PLANS FILED HEREIN.",250000,82-36,189 STREET,Queens,11423,P,5 BORO'S PLUMBING INC,101-21 ROCKAWAY BLVD,n/a,,,Permit Issued
Q01283915-S2-ST,Q01283915-S2,Initial Permit,2026-09-09,2026-08-03,2027-04-27,Structural,STRUCTURE FILED IN CONJUNCTION WITH NB JOB NUMBER Q01283915-I1.,0,54-03,QUEENS BOULEVARD,Queens,11377,GC,ON STAR MANAGEMENT LLC,4118 14TH AVE. STE 114,NOSTRAND LAND LLC,,,Permit Issued
Q01283915-S7-EW-SD,Q01283915-S7,Initial Permit,2026-09-09,2026-03-04,2027-04-14,Standpipe,SPRINKLER AND STANDPIPE SYSTEM FILED IN CONJUCTION WITH NB JOB NUMBER Q01283915-I1.,0,54-03,QUEENS BOULEVARD,Queens,11377,F,SAFETY FIRE SPRINKLER COR,1070 38TH STREET,NOSTRAND LAND LLC,,,Permit Issued
Q01283915-S7-EW-SP,Q01283915-S7,Initial Permit,2026-09-09,2026-03-04,2027-04-14,Standpipe,SPRINKLER AND STANDPIPE SYSTEM FILED IN CONJUCTION WITH NB JOB NUMBER Q01283915-I1.,0,54-03,QUEENS BOULEVARD,Queens,11377,F,SAFETY FIRE SPRINKLER COR,1070 38TH STREET,NOSTRAND LAND LLC,,,Permit Issued
Q01283915-S8-EW-SD,Q01283915-S8,Initial Permit,2026-09-09,2026-03-23,2027-04-14,Standpipe,TEMPORARY STANDPIPE SYSTEM FILED IN CONJUNCTION WITH NB JOB NUMBER Q01283915-I1.,0,54-03,QUEENS BOULEVARD,Queens,11377,F,SAFETY FIRE SPRINKLER COR,1070 38TH STREET,NOSTRAND LAND LLC,,,Permit Issued
Q01312297-S1-SE,Q01312297-S1,Initial Permit,2026-09-09,2026-01-07,2027-08-12,Support of Excavation,FILE SOE IN CONJUNCTION WITH JOB#,0,41-25,249 STREET,Queens,11363,GC,GOLDEN TIME CONTRACTING I,47-27 195TH STREET,N/A,,,Permit Issued
Q01348204-I1-SC,Q01348204-I1,Initial Permit,2026-09-09,2026-09-09,2027-04-01,Suspended Scaffold,Facade Inspection via Industrial Rope Access as shown on plans,0,26-32,JACKSON AVENUE,Queens,11101,R,"M & L SIGNS, INC",203 INGRAHAM STREET,"LIONS GROUP II, LLC.",,,Permit Issued
Q01353487-S1-PL,Q01353487-S1,Initial Permit,2026-09-09,2026-03-02,2027-04-17,Plumbing,"NO CHANGE IN USE, EGRESS, & OCCUPANCY. APPLICATION HEREWITH FILING FOR PROPOSED PLUMBING WORK IN CELLAR TO BE LEGALIZED IN ORDER TO RECTIFY VIOLATIONS #39169009N, #39169007J, & #39169008L",25000,109-21,132 STREET,Queens,11420,P,SERVE-WELL PLUMBING & HEATING INC,116-04 ATLANTIC AVE,Not Applicable,,,Permit Issued
Q01359725-S1-PL,Q01359725-S1,Initial Permit,2026-09-09,2026-07-29,2027-06-30,Plumbing,"Plumbing application to remove all existing plumbing fixtures, cut and cap all existing sanitary and gas lines. Install new sanitary and gas lines as shown in proposed plumbing plans. No change in use, occupancy or egress.",45000,75-11,MYRTLE AVENUE,Queens,11385,P,SIGNORE & SONS PLBG CORP,2237 WEBSTER AVENUE,PRO CA-SA CONTRACTOR CORP,,,Permit Issued
Q01373334-I1-SL,Q01373334-I1,Initial Permit,2026-09-09,2026-05-12,2026-10-31,Solar,"INSTALLATION OF SOLAR PANELS ON EXISTING ROOF. NO CHANGE IN USE, OCCUPANCY, OR EGRESS. NO CHANGE IN BULK",364620,33-24,93 STREET,Queens,11372,GC,VOLTAIC SOLAIRE LLC,254 43RD STREET,SOUTHRIDGE COOPERATIVE SECTION 1,,,Permit Issued
Q01373385-I1-SL,Q01373385-I1,Initial Permit,2026-09-09,2026-04-20,2026-10-31,Solar,"INSTALLATION OF SOLAR PANELS ON EXISTING ROOF. NO CHANGE IN USE, OCCUPANCY, OR EGRESS. NO CHANGE IN BULK",364620,33-44,93 STREET,Queens,11372,GC,VOLTAIC SOLAIRE LLC,254 43RD STREET,SOUTHRIDGE COOPERATIVE SECTION 1,,,Permit Issued
Q01373420-I1-SL,Q01373420-I1,Initial Permit,2026-09-09,2026-04-27,2026-10-31,Solar,"INSTALLATION OF SOLAR PANELS ON EXISTING ROOF. NO CHANGE IN USE, OCCUPANCY, OR EGRESS. NO CHANGE IN BULK",391170,33-04,93 STREET,Queens,11372,GC,VOLTAIC SOLAIRE LLC,254 43RD STREET,SOUTHRIDGE COOPERATIVE SECTION 1,,,Permit Issued
Q01398758-I1-SG,Q01398758-I1,Initial Permit,2026-09-09,2026-09-09,2027-05-23,Sign,"ERECT ACCESSORY BUSINESS WALL SIGN FOR WONDER. NO CHANGE IN USE, EGRESS, OR OCCUPANCY.",2600,215-16,NORTHERN BOULEVARD,Queens,11361,S,UNIVERSAL SIGNS & SVC INC,346 BROADWAY,WEST EGG DEVELOPMENT,,,Permit Issued
