entity_id,name,formed,entity_type,status,jurisdiction,street,street_2,city,state,zip,agent_organization,agent_city
20268132440,Halls Services LLC,2026-09-09,DLLC,Good Standing,CO,17856 E Kansas Place,,Aurora,CO,80017,,Aurora
20268132445,Xmitly LLC,2026-09-09,DLLC,Good Standing,CO,4788 S Biloxi Way,,Aurora,CO,80016,,Aurora
20268132448,"Baynex Trading, LLC",2026-09-09,DLLC,Good Standing,CO,8753 Yates Drive,Suite 110C,Westminster,CO,80031,Northwest Registered Agent LLC,Denver
20268132452,TheShopMorningStar LLC,2026-09-09,DLLC,Good Standing,CO,582 Morning Star Cir,,Black Hawk,CO,80422,,Black Hawk
20268132463,DKLT MECHANICAL LLC,2026-09-09,DLLC,Good Standing,CO,8258 Estes Ct,,Arvada,CO,80005,,Arvada
20268132465,"Prosperous Logic, LLC",2026-09-09,DLLC,Good Standing,CO,11702 W 83rd Ln,,Arvada,CO,80005,,Arvada
20268132470,Launch Frequency LLC,2026-09-09,DLLC,Good Standing,CO,797 W 29th Ave Unit 2224,,Denver,CO,80202,,Denver
20268132473,"Brand Launch, LLC",2026-09-09,DLLC,Good Standing,CO,4380 S Monaco St Unit 5108,,Denver,CO,80237,,Denver
20268132474,DragonFlyAnglers LLC,2026-09-09,DLLC,Good Standing,CO,2809 County Road 38,,Gunnison,CO,81230,SimpleBiz Registered Agent Services LLC,Boulder
20268132486,Cozy Stitch LLC,2026-09-09,DLLC,Good Standing,CO,4056 La Veta Dr,,Loveland,CO,80538,,Loveland
20268132497,Feinklang Mastering LLC,2026-09-09,DLLC,Good Standing,CO,1500 N Grant St,Ste N,Denver,CO,80203,Northwest Registered Agent LLC,Denver
20268132505,CONSTRUCTION CONCIERGE LLC,2026-09-09,DLLC,Good Standing,CO,999 EMERSON STREET #44,,DENVER,CO,80218,,Fort Collins
20268132512,Ignited Imagery LLC,2026-09-09,DLLC,Good Standing,CO,288 Animas View Dr Trlr 97,,Durango,CO,81301,,Durango
20268132513,Rocky Mountain Rainmakers LLC,2026-09-09,DLLC,Good Standing,CO,201 Oriole St,,Fountain,CO,80817,,Fountain
20268132514,LINGCHUANG LLC,2026-09-09,DLLC,Good Standing,CO,2020 N Academy Blvd Ste 261 # 4922,,Colorado Springs,CO,80909,REPUBLIC REGISTERED AGENT LLC,Colorado Springs
20268132520,Beard & Braid Advisors LLC,2026-09-09,DLLC,Good Standing,CO,969 Tree Bark Ter,,Monument,CO,80132,,Monument
20268132521,DAVINA TRANSPORTATION LLC,2026-09-09,DLLC,Good Standing,CO,3885 Ireland Ct,,Denver,CO,80249,,Denver
20268132525,MARKIA M RHODES ESTATE,2026-09-09,FO,Good Standing,DC,712 H Street NE,1197,Washington,CO,20002,,Denver
20268132531,ZELOR HUB LLC,2026-09-09,DLLC,Good Standing,CO,1500 N GRANT ST,STE 11840,DENVER,CO,80203,"NATIONAL REGISTERED AGENTS, INC.",Centennial
20268132538,Next Level Cleaning Solutions LLC,2026-09-09,DLLC,Good Standing,CO,8235 W. Ken Caryl Pl. # D,,Littleton,CO,80128,,Littleton
20268132540,Precision Industries LLC. CO,2026-09-09,FLLC,Good Standing,WY,3610 W 35th Ave Unit 2,,Evans,CO,80620,,Milliken
20268132541,KW Family Farms LLC,2026-09-09,DLLC,Good Standing,CO,102 Mustang Mesa Trl,,Rifle,CO,81650,,Rifle
20268132549,CrownSource LLC,2026-09-09,DLLC,Good Standing,CO,2948 N Gaylord St,,Denver,CO,80205,,Denver
20268132553,HaulHero LLC,2026-09-09,DLLC,Good Standing,CO,10189 Xanadu St,,Commerce City,CO,80022,,Commerce City
20268132557,ReDISCovery Disc Golf Limited,2026-09-09,DLLC,Good Standing,CO,9354 Garrison Dr,,Broomfield,CO,80021,,Broomfield
20268132560,DENVER DRAPERY WORKROOM LLC,2026-09-09,DLLC,Good Standing,CO,999 EMERSON STREET #44,,DENVER,CO,80218,,Fort Collins
20268132568,"Ill Humors Co., LLC",2026-09-09,DLLC,Good Standing,CO,4180 E Warren Ave Unit 5,,Denver,CO,80222,,Denver
20268132570,Ali Ventures LLC,2026-09-09,DLLC,Good Standing,CO,1500 N GRANT ST STE R,,Denver,CO,80203,Registered Agents Inc,Denver
20268132576,"Cathodic Protection Management, Inc.",2026-09-09,DPC,Good Standing,CO,39W960 Midan Dr,,Elburn,IL,60119,CORPORATION SERVICE COMPANY,Littleton
20268132581,Peralta Culinary Co. LLC,2026-09-09,DLLC,Good Standing,CO,713 N Carrie St,,Watkins,CO,80137,,Watkins
20268132582,Rothshaw 1 LLC,2026-09-09,DLLC,Good Standing,CO,6900 S Eudora St,,Centennial,CO,80122,,Centennial
20268132598,Practical Color Studio LLC,2026-09-09,DLLC,Good Standing,CO,2558 G 3/8 Rd,,Grand Junction,CO,81505,,Grand Junction
20268132604,Serene Group LLC,2026-09-09,DLLC,Good Standing,CO,1500 N Grant St,Ste R,Denver,CO,80203,Northwest Registered Agent LLC,Denver
20268132606,Amora Luxe LLC,2026-09-09,DLLC,Good Standing,CO,4636 S Ivory Cir,,Aurora,CO,80015,,Aurora
20268132607,PERRY NAVY HOMES LLC,2026-09-09,DLLC,Good Standing,CO,2455 Vassar Dr,,Boulder,CO,80305,,Boulder
20268132613,"KRO Consulting, LLC",2026-09-09,DLLC,Good Standing,CO,1550 Detroit St Apt 200,,Denver,CO,80206,,Denver
20268132618,Heffer Hub LLC.,2026-09-09,DLLC,Good Standing,CO,5747 S Lowell Blvd,,Littleton,CO,80123,,Littleton
20268132622,"The English Stitchery Personalization Co, LLC",2026-09-09,DLLC,Good Standing,CO,1308 36th St SW,,Loveland,CO,80537,,Berthoud
20268132627,K&M Enterprises LLC,2026-09-09,DLLC,Good Standing,CO,92 Miller Ave Apt 201,,Brighton,CO,80601,,Brighton
20268132628,Controls Inc.,2026-09-09,FPC,Good Standing,DE,"4561 Greer Circle, Suite 100",,Tucker,GA,30083,C T CORPORATION SYSTEM,Centennial
20268132630,"GENESIS FLOOR COVERING, INC",2026-09-09,DPC,Good Standing,CO,2902 S Scranton St,,Aurora,CO,80014,,Aurora
20268132631,"Summit Note Holdings, LLC",2026-09-09,DLLC,Good Standing,CO,7632 S Overlook Way,,Littleton,CO,80128,,Littleton
20268132641,FOUR COMMAS LLC,2026-09-09,DLLC,Good Standing,CO,12014 E 14th Ave,Apt #2,Aurora,CO,80010-5125,ZenBusiness Inc.,Denver
20268132643,Makeright Restoration LLC,2026-09-09,DLLC,Good Standing,CO,3654 G 7/10 Rd,,Palisade,CO,81526,,Palisade
20268132645,Seal & Route LLC,2026-09-09,DLLC,Good Standing,CO,2750 S Broadway Ste A,,Englewood,CO,80113,,Englewood
20268132652,Summit Sites LLC,2026-09-09,DLLC,Good Standing,CO,3186 Willow Brook Ct,,Steamboat Springs,CO,80487,,Steamboat Springs
20268132662,Peakline Property Services LLC,2026-09-09,DLLC,Good Standing,CO,6396 Millbridge Ave,,Castle Rock,CO,80104,,Castle Rock
20268132676,kirringtons LLC,2026-09-09,DLLC,Good Standing,CO,1500 N Grant St,Ste R,Denver,CO,80203,Northwest Registered Agent LLC,Denver
20268132684,UJALA HUB LLC,2026-09-09,DLLC,Good Standing,CO,1500 N GRANT ST,STE 11842,DENVER,CO,80203,"NATIONAL REGISTERED AGENTS, INC.",Centennial
20268132690,TBLofMA,2026-09-09,FNC,Good Standing,MA,"500 AMORY STREET, STE 3,",,Jamaica Plain,MA,02130,CORPORATE CREATIONS NETWORK INC.,Loveland
20268132721,"Abacus Senior Services, LLC",2026-09-09,DLLC,Good Standing,CO,8451 E 29th Ave,,Denver,CO,80238,,Denver
20268132735,"CSR Rockpile, LP",2026-09-09,DLP,Good Standing,CO,PO Box 50797,,Colorado Springs,CO,80949,CS Resources LLC,Colorado Springs
20268132737,Advanced Window Cleaning Inc.,2026-09-09,DPC,Good Standing,CO,3348 Adobe Ct,,Colorado Springs,CO,80907,Debra Roades Accounting LLC,Colorado Springs
20268132742,Green Light Accounting LLC,2026-09-09,DLLC,Good Standing,CO,425 S Galena Way Apt 8101,,Denver,CO,80247,,Denver
20268132749,NXTPlay LLC,2026-09-09,DLLC,Good Standing,CO,1500 N Grant St,Ste N,Denver,CO,80203,Northwest Registered Agent LLC,Denver
20268132759,"Royal Home, Inc.",2026-09-09,DPC,Good Standing,CO,2116 14th St SE Unit C,,Loveland,CO,80537,,Loveland
20268132761,"TBWGG, LLC",2026-09-09,DLLC,Good Standing,CO,707 Skokie Blvd Ste 405,,Northbrook,IL,60062,Northwest Registered Agent LLC,Denver
20268132773,Starr Adoption Services LLC DBA Starr Adoption Services,2026-09-09,FLLC,Good Standing,AZ,333 Wilmot Rd,Suite 340,Tucson,AZ,85711,,Lakewood
20268132777,SPTI Brighton Denver LLC,2026-09-09,FLLC,Good Standing,DE,315 S Coast Hwy 101,Suite U116,Encinitas,CO,92024,Paracorp Incorporated,Denver
20268132784,All Pathways To Recovery Homes LLC,2026-09-09,DLLC,Good Standing,CO,1455 S Bahama St,,Aurora,CO,80017,,aurora
20268132792,Dave Wruck LLC,2026-09-09,DLLC,Good Standing,CO,361 E Bellewood Dr,,Englewood,CO,80113,,Englewood
20268132797,BONA FIDEH AUTOMOTIVE LLC,2026-09-09,DLLC,Good Standing,CO,13300 Dillon St,,Brighton,CO,80601,,Brighton
20268132803,Peack Cargo LLC,2026-09-09,DLLC,Good Standing,CO,14852 E 5th circle apt b,,Aurora,CO,80011,,Aurora
20268132804,"Elske Architecture, LLC",2026-09-09,FLLC,Good Standing,WY,3719 Dillon Avenue,,CHEYENNE,WY,82001,,Loveland
20268132817,Allison Kate Kim Real Estate LLC,2026-09-09,DLLC,Good Standing,CO,333 Sopris Cir,,Basalt,CO,81621,,Basalt
20268132818,AL BASAR USA,2026-09-09,FNC,Good Standing,TX,"10707 Corporate Drive, Suite 250-10",,Stafford,TX,77477,Northwest Registered Agent LLC,Denver
20268132824,Pet Sitting Broomfield LLC,2026-09-09,DLLC,Good Standing,CO,13780 Del Corso Way Apt 1713,,Broomfield,CO,80020,,Broomfield
20268132832,AMERICAN LEGION LINCOLN POST 50 PALISADE CO. INC.,2026-09-09,DNC,Good Standing,CO,3132 Grama Ave,,Grand Junction,CO,81504,"CORPORATE SERVICE CENTER, INC.",Denver
20268132836,Surf Blue Mesa LLC,2026-09-09,DLLC,Good Standing,CO,14752 US Highway 50,,Gunnison,CO,81230,,Gunnison
20268132837,ICONIC FRAGS LLC,2026-09-09,DLLC,Good Standing,CO,2803 Hawthorne Ave,,Grand Junction,CO,81506,,Grand Junction
20268132838,PineMark Product Systems LLC,2026-09-09,DLLC,Good Standing,CO,4260 N Raleigh St,,Denver,CO,80212,,Denver
20268132857,Iderfox LLC,2026-09-09,DLLC,Good Standing,CO,7440 S Blackhawk St Unit 13306,,Englewood,CO,80112,,Englewood
20268132863,I Need Money Productions LLC,2026-09-09,DLLC,Good Standing,CO,1865 Pagosa Way,,Aurora,CO,80011,,Aurora
20268132869,1440 Cattle Company LLC,2026-09-09,FLLC,Good Standing,UT,7350 N 8000 W,,Lehi,UT,84043,CORPORATE CREATIONS NETWORK INC.,Loveland
20268132873,EstheticlyBeauty LLC,2026-09-09,DLLC,Good Standing,CO,1041 E 25th Street Ln,,Greeley,CO,80631,,Greeley
20268132875,Sentient Roots LLC,2026-09-09,DLLC,Good Standing,CO,218 S 7th St,,Pagosa Springs,CO,81147,,Pagosa Springs
20268132877,MrktBloc LLC,2026-09-09,DLLC,Good Standing,CO,1309 Cherry St,,Denver,CO,80220,,Denver
20268132878,Inventive Consultancy LLC,2026-09-09,DLLC,Good Standing,CO,3350 S Oneida Way,,Denver,CO,80224,,Denver
20268132882,Julie Ferguson Counseling LLC,2026-09-09,DLLC,Good Standing,CO,1500 N Grant St,Ste N,Denver,CO,80203,Northwest Registered Agent LLC,Denver
20268132884,The Little Pearl LLC,2026-09-09,DLLC,Good Standing,CO,14505 Club Villa Dr Unit A,,Colorado Springs,CO,80921,,Colorado Springs
20268132889,Pop's Poppin Kettle Corn LLC,2026-09-09,DLLC,Good Standing,CO,100 Rock Bridge Ct,,Windsor,CO,80550,,Windsor
20268132891,"Harlem Children's Zone, Inc.",2026-09-09,FNC,Good Standing,NY,35 E. 125th Street,,New York,NY,10035,C T CORPORATION SYSTEM,Centennial
20268132897,"The Gibbs-Thompson Group, Limited Liability Company",2026-09-09,DLLC,Good Standing,CO,1231 S Crystal Way,,Aurora,CO,80012,,Aurora
20268132898,JHL PACIFIC COMMERCE INC,2026-09-09,DPC,Good Standing,CO,400 W 48th Ave,2nd Floor,Denver,CO,80216,Registered Agents Inc,Denver
20268132903,WinchesterTCG LLC,2026-09-09,DLLC,Good Standing,CO,1025 Houseman Road,,Colorado Springs,CO,80930,,Colorado Springs
20268132905,MILE HIGH 5280 REALTY & CREDIT CO,2026-09-09,DPC,Good Standing,CO,5711 W 92nd Ave Apt 32,,Westminster,CO,80031,,Westminster
20268132906,Live Love Liv,2026-09-09,DNC,Good Standing,CO,15828 E. Broncos Pkwy,,Centennial,CO,80112,,Centennial
20268132913,"WeConnect MooreCare, LLC",2026-09-09,DLLC,Good Standing,CO,110 16th Street,Suite 1400,Denver,CO,80202,,Denver
20268132915,Lady Luck beauty parlor LLC,2026-09-09,DLLC,Good Standing,CO,15083 S Elk Creek Rd,,Pine,CO,80470,,Pine
20268132923,R&R Mile High Mobile Bar LLC,2026-09-09,DLLC,Good Standing,CO,110 16th St Ste 1460,,Denver,CO,80202,Rocky Mountain RA LLC,Denver
20268132926,Nak Muay Foundation Inc,2026-09-09,FNC,Good Standing,CA,4800 Hidden Oaks Lane,,Loomis,CA,95650,,Colorado Springs
20268132936,Sabor de Venezuela LLC,2026-09-09,DLLC,Good Standing,CO,860 Clermont St Apt 1101,,Denver,CO,80220,,Denver
20268132938,Annie Jacob LLC,2026-09-09,DLLC,Good Standing,CO,132 E 1st St,,Salida,CO,81201,"Rocky Mountain Legal, Limited",Salida
20268132939,DARREY LLC,2026-09-09,DLLC,Good Standing,CO,1150 Syracuse St Apt 8-142,,Denver,CO,80220,,Denver
20268132942,JC Plumbing & Boiler Solutions LLC,2026-09-09,DLLC,Good Standing,CO,1500 N Grant St Ste R,,Denver,CO,80203,Registered Agents Inc,Denver
20268132944,The Sumus Fellowship,2026-09-09,DNC,Good Standing,CO,22593 County Road 5,,Rifle,CO,81650,,Rifle
20268132946,Duggan LLC,2026-09-09,DLLC,Good Standing,CO,3200 Azalea Dr Apt A4,,Fort Collins,CO,80526,,Fort Collins
20268132947,Horizon Management & Developer Group Inc,2026-09-09,FPC,Good Standing,IL,13900 East Harvard Ave,suite 365,Aurora,CO,80014,,Aurora
20268132951,Lung Concept 88 LLC,2026-09-09,DLLC,Good Standing,CO,1643 Boulder St,Suit C-100A & C-100B,Denver,CO,80211,,Aurora
20268132968,Pat's Handyman Services LLC,2026-09-09,DLLC,Good Standing,CO,9272 W Rice Ave,,Littleton,CO,80123,,Littleton
20268132973,Wealth Militia Capital LLC,2026-09-09,DLLC,Good Standing,CO,1500 N Grant St Ste R,,Denver,CO,80203,Registered Agents Inc,Denver
20268132976,All About Floors LLC,2026-09-09,DLLC,Good Standing,CO,7021 Monaco St,,Commerce City,CO,80022-2037,,Commerce City
20268132980,Raptor Protection Group Inc.,2026-09-09,DPC,Good Standing,CO,3800 N Lamar Blvd Ste 200,,Austin,TX,78756,REGISTERED AGENTS OF COLORADO INC,Erie
20268132991,Prime Home Specialist LLC,2026-09-09,DLLC,Good Standing,CO,1500 N Grant St Ste R,,Denver,CO,80203,Registered Agents Inc,Denver
20268132996,EVERSTONE GROUP LLC,2026-09-09,DLLC,Good Standing,CO,18799 E 65th Ave Apt 1304,,Denver,CO,80249,Registered Agents Inc,Denver
20268132997,"3396 E Fair, LLC",2026-09-09,DLLC,Good Standing,CO,"3225 McLeod Drive, Suite 100",,Las Vegas,NV,89121,ANDERSON REGISTERED AGENTS,Denver
20268133002,Bosak Consulting LLC,2026-09-09,DLLC,Good Standing,CO,1004 S Jellison St,,Lakewood,CO,80226,,Lakewood
20268133017,Noir Mak Studio LLC,2026-09-09,DLLC,Good Standing,CO,2608 Bar Harbor Dr,,Fort Collins,CO,80524,,Fort Collins
20268133028,"One Degree, LLC",2026-09-09,DLLC,Good Standing,CO,5306 Foothills Dr,,Berthoud,CO,80513,,Berthoud
20268133046,Parker Point DPC Limited,2026-09-09,DLLC,Good Standing,CO,7950 E Mississippi Ave Ste C,,Denver,CO,80247,,Aurora
20268133053,"Two Jakes Presents, LLC",2026-09-09,DLLC,Good Standing,CO,3489 Ash St,,Denver,CO,80207,,Denver
20268133056,Cheyenne Mountain Landscaping LLC,2026-09-09,DLLC,Good Standing,CO,5930 Buttermere Dr,,Colorado Springs,CO,80906,,Colorado Springs
20268133057,Walter Noyes Properties LLC,2026-09-09,DLLC,Good Standing,CO,5896 Sunny Crest Dr,,Timnath,CO,80547,,Timnath
20268133058,Pam and Persephanie LLP,2026-09-09,DLLP,Good Standing,CO,922 Fontmore Road,Unit B,Colorado Springs,CO,80904,,Colorado Springs
20268133061,"Lorentz Enterprises, LLC",2026-09-09,DLLC,Good Standing,CO,8149 Westside St,,Littleton,CO,80125,,Littleton
20268133066,Citizen Codex LLC,2026-09-09,FLLC,Good Standing,VA,215 N Payne St,STE 33027,Alexandria,VA,22314,Registered Agents Inc,Denver
20268133068,Cullen House of Beauty L.L.C.,2026-09-09,DLLC,Good Standing,CO,1712 Peregrine Ln,,Broomfield,CO,80020,,Broomfield
20268133070,Clayton Properties Colorado LLC,2026-09-09,FLLC,Good Standing,MO,484 Edgewood Dr,,Clayton,MO,63105,"Hassan and Cables, LLC",Boulder
20268133076,Notz Landing LLC,2026-09-09,FLLC,Good Standing,AZ,6083 E Knolls Way S,,Cave Creek,AZ,85331,,Durango
20268133082,Colorado Now LLC,2026-09-09,DLLC,Good Standing,CO,1500 N Grant St Ste R,,Denver,CO,80203,Registered Agents Inc,Denver
20268133084,Yapsal Consulting LLC,2026-09-09,DLLC,Good Standing,CO,1500 N Grant St,Ste N,Denver,CO,80203,Northwest Registered Agent LLC,Denver
20268133086,H & L Holdings LTD,2026-09-09,DLLC,Good Standing,CO,23629 Genesee Village Rd,,Golden,CO,80401,,Golden
20268133088,Threefold Therapeutics Incorporated,2026-09-09,FPC,Good Standing,DE,4590 E. Perry Pkwy,,Greenwood Village,CO,80121,C T CORPORATION SYSTEM,Centennial
20268133090,Pueblo Loco LLC,2026-09-09,DLLC,Good Standing,CO,7887 East Belleview Ave. Suite 1100A PMB 1391,,Denver,CO,80111,ENTITY PROTECT REGISTERED AGENT SERVICES LLC,Denver
20268133091,Bloomfield Professional Services LLC,2026-09-09,DLLC,Good Standing,CO,6288 S Coventry Ln W,,Littleton,CO,80123,,Littleton
20268133097,RS Capital LLC,2026-09-09,DLLC,Good Standing,CO,8201 Grant Dr,,Huntington Beach,CA,92646,"UNITED STATES CORPORATION AGENTS, INC.",Greenwood Village
20268133102,CCW HOLDINGS LLC,2026-09-09,DLLC,Good Standing,CO,1250 Youngfield St,,Golden,CO,80401,,Golden
20268133112,"Colorado A&S, LLC",2026-09-09,DLLC,Good Standing,CO,4501 Spring Valley Rd,,Dallas,TX,75244,CORPORATE CREATIONS NETWORK INC.,Loveland
20268133115,TomKat Artistry and Painting LLC,2026-09-09,DLLC,Good Standing,CO,217 W 4th St,,Loveland,CO,80537,,Loveland
20268133119,JHC SERVICES LLC,2026-09-09,DLLC,Good Standing,CO,3527 E 140th Dr,,Thornton,CO,80602,,THORNTON
20268133123,"Colorado LMA, LLC",2026-09-09,DLLC,Good Standing,CO,4501 Spring Valley Rd,,Dallas,TX,75244,CORPORATE CREATIONS NETWORK INC.,Loveland
20268133127,3040 Stoney Ridge LLC,2026-09-09,DLLC,Good Standing,CO,3411 Harbor Way,,Fort Collins,CO,80524,COULTER LLC,Fort Collins
20268133132,Savannah Sparkles LLC,2026-09-09,DLLC,Good Standing,CO,13412 Humboldt Way,,Thornton,CO,80241,Northwest Registered Agent LLC,Denver
20268133137,Sporting Goods llc,2026-09-09,DLLC,Good Standing,CO,7007 E 88th Ave,,Henderson,CO,80640,,Henderson
20268133140,Nutmeg Social Co. LLC,2026-09-09,DLLC,Good Standing,CO,10957 W 104th Dr,,Broomfield,CO,80021,,Broomfield
20268133145,"Public Health Impact Consulting, LLC",2026-09-09,DLLC,Good Standing,CO,5021 S Queen Ct,,Littleton,CO,80127,,Littleton
20268133163,philandbrand LLC,2026-09-09,DLLC,Good Standing,CO,905 13th St,,Boulder,CO,80302,,Boulder
20268133165,Cassette Coffee Company LLC,2026-09-09,DLLC,Good Standing,CO,104 Eagle rd,,Avon,CO,81620,,Avon
20268133173,"GLH Legacy Builders, LLC",2026-09-09,DLLC,Good Standing,CO,10802 Vista Rd,,Parker,CO,80138,,Parker
20268133174,Workforge Systems Limited,2026-09-09,DLLC,Good Standing,CO,7223 Withers Pl,,Colorado Springs,CO,80922,Starr Company Limited,Colorado Springs
20268133180,"Sea Summit Naturals, LLC",2026-09-09,DLLC,Good Standing,CO,1651 36th Avenue Ct,,Greeley,CO,80634,,Greeley
20268133193,Dhoom Labs LLC,2026-09-09,DLLC,Good Standing,CO,1500 N Grant St,Ste N,Denver,CO,80203,Northwest Registered Agent LLC,Denver
20268133197,David Michael Sears Industries LLC,2026-09-09,DLLC,Good Standing,CO,1500 N Grant St,#11844,Denver,CO,80203,Northwest Registered Agent LLC,Denver
20268133199,Hsiao LLC,2026-09-09,DLLC,Good Standing,CO,9913 Lee Dr,,Eden Prairie,MN,55347,Registered Agents Inc,Denver
20268133210,JJ Property Group LLC,2026-09-09,DLLC,Good Standing,CO,605 Columbine St,,Sterling,CO,80751,,Sterling
20268133234,IRWIN OILFIELD CONSULTING LLC,2026-09-09,DLLC,Good Standing,CO,295B Dartmouth Ln,,Grand Junction,CO,81503,,Grand Junction
20268133244,BFAM POWDER COATING AND SANDBLASTING LLC,2026-09-09,DLLC,Good Standing,CO,11585 S US Highway 285 Frontage Rd,,Conifer,CO,80433,,Pine
20268133245,ZT REMODEL & MAINTENANCE LLC,2026-09-09,DLLC,Good Standing,CO,2372 s locust St apt 72B,,Denver,CO,80222,,Denver
20268133247,Second Hand Shop LLC,2026-09-09,DLLC,Good Standing,CO,600 E Main St,,Silver Cliff,CO,81252,,Silver Cliff
20268133248,Blake Sullivan llc,2026-09-09,DLLC,Good Standing,CO,7900 Quitman St,,Westminster,CO,80030,,Westminster
20268133255,"risecolorado.net, LLC",2026-09-09,DLLC,Good Standing,CO,1421 Calm Mountain Pt,,Woodland Park,CO,80863,,Woodland Park
20268133259,Kim L Swartz LLC CO,2026-09-09,DLLC,Good Standing,CO,313 Neely Wingard Rd,,Gilbert,SC,29054,"Backcountry Journeys Photography Tours, Workshops & Safaris LLC",Denver
20268133266,Fun Guys Mycology LLC,2026-09-09,DLLC,Good Standing,CO,1500 N Grant St Ste N,,Denver,CO,80203,Northwest Registered Agent LLC,Denver
20268133267,Radssell Milagros Rodriguez LLC,2026-09-09,DLLC,Good Standing,CO,834-F S Perry Street,#1301,Castle Rock,CO,80104,,Colorado Springs
20268133270,5320 Frederick LLC,2026-09-09,DLLC,Good Standing,CO,5320 13th St,,Frederick,CO,80504,,Denver
20268133272,Imperial Homes LLC,2026-09-09,DLLC,Good Standing,CO,15240 Renoir Pl,,Colorado Springs,CO,80921,LuxPair LLC,Colorado springs
20268133279,Terisa Lundy LLC CO,2026-09-09,DLLC,Good Standing,CO,1913 S 1500 E,,SLC,UT,84105,"Backcountry Journeys Photography Tours, Workshops & Safaris LLC",Denver
20268133285,Johnson Recovery Advocacy LLC,2026-09-09,DLLC,Good Standing,CO,1500 N Grant St Ste R,,Denver,CO,80203,Registered Agents Inc,Denver
20268133287,"Bryan MOB - Hornsilver, L.P.",2026-09-09,DLP,Good Standing,CO,725 South Washington Street,,Denver,CO,80209,,Denver
20268133294,Nob Hill Inn LLC,2026-09-09,DLLC,Good Standing,CO,420 E Colfax Ave,,Denver,CO,80203,,Denver
20268133304,hrxgexfx LLC,2026-09-09,DLLC,Good Standing,CO,10639 Eastborne Ave Apt 5,,Los Angeles,CA,90024,PERFECT FIGURE LLC,Denver
20268133317,James Schumaker LLC CO,2026-09-09,DLLC,Good Standing,CO,2811 N COOK ST,,DENVER,CO,80205,"Backcountry Journeys Photography Tours, Workshops & Safaris LLC",Denver
20268133324,"Reveal Keepsakes, LLC",2026-09-09,DLLC,Good Standing,CO,4995 Eliot St,,Denver,CO,80221,,Denver
20268133327,CK Skelton Solutions LLC,2026-09-09,DLLC,Good Standing,CO,1112 S Ash St,,Yuma,CO,80759,,Thornton
20268133331,DHJSWBG LLC,2026-09-09,DLLC,Good Standing,CO,205 w 22nd St,,Yuma,AZ,85364,PERFECT FIGURE LLC,Denver
20268133337,Janet Conti LLC CO,2026-09-09,DLLC,Good Standing,CO,1913 S 1500 E,,SLC,UT,84105,"Backcountry Journeys Photography Tours, Workshops & Safaris LLC",Denver
20268133340,GOAT Roofing Inc.,2026-09-09,DPC,Good Standing,CO,5834 Wisteria,,Colorado Springs,CO,80919,,Colorado Springs
20268133346,Jeremy Ton LLC CO,2026-09-09,DLLC,Good Standing,CO,1913 S 1500 E,,SLC,UT,84105,"Backcountry Journeys Photography Tours, Workshops & Safaris LLC",Denver
20268133347,"Wildform Therapy, PLLC",2026-09-09,DLLC,Good Standing,CO,201 W 8th St Ste 880,,Pueblo,CO,81003,,Pueblo
20268133353,Sky Trail STR LLC,2026-09-09,DLLC,Good Standing,CO,360 Sky Trail Rd,,Boulder,CO,80302,,Boulder
20268133356,ghcghch LLC,2026-09-09,DLLC,Good Standing,CO,3185 Kernan Lake Circle,,Jacksonville,FL,32246,PERFECT FIGURE LLC,Denver
20268133360,CSHA at Mayfair Apartments LLC,2026-09-09,DLLC,Good Standing,CO,831 S. Nevada Avenue,,Colorado Springs,CO,80901,,Colorado Springs
20268133366,Elevated Auto Works LLC,2026-09-09,DLLC,Good Standing,CO,7120 Alegre Cir Apt 4,,Fountain,CO,80817,,Fountain
20268133370,GIO Trucking LLC,2026-09-09,DLLC,Good Standing,CO,6775 W Arizona Ave,,Lakewood,CO,80232,,Lakewood
20268133372,rgxgrg LLC,2026-09-09,DLLC,Good Standing,CO,2739 iron ridge rd,,Rocky Mount,VA,24151,PERFECT FIGURE LLC,Denver
20268133373,Doma Technology LLC,2026-09-09,FLLC,Good Standing,DE,201 SPEAR ST,STE 06-106,SAN FRANCISCO,CA,94105,C T CORPORATION SYSTEM,Centennial
20268133375,The Charlee Homestead LLC,2026-09-09,DLLC,Good Standing,CO,4878 S Xenophon St,,Morrison,CO,80465,,Morrison
20268133380,ARY ASSET HOLDINGS LLC,2026-09-09,DLLC,Good Standing,CO,24815 ELLESMERE RD,,SAN ANTONIO,TX,78257,REGISTERED AGENTS OF COLORADO INC,Erie
20268133381,FALDRIDGE LLC,2026-09-09,DLLC,Good Standing,CO,568 W 175th Ave,,Broomfield,CO,80023,Colorado Registered Agents,Denver
20268133389,drghdsfs LLC,2026-09-09,DLLC,Good Standing,CO,50 S Robert Trl Ste 102,,Rosemount,MN,55068,PERFECT FIGURE LLC,Denver
20268133401,Guest Services Inc.,2026-09-09,DPC,Good Standing,CO,2420 W Parkway Dr,,Phoenix,AZ,85041,,Denver
20268133402,fdxvdbd LLC,2026-09-09,DLLC,Good Standing,CO,1425 E MONTE VISTA RD,,Phoenix,AZ,85006,PERFECT FIGURE LLC,Denver
20268133410,fxxgvdn LLC,2026-09-09,DLLC,Good Standing,CO,703 Lochnell Dr,,Houston,TX,77062,PERFECT FIGURE LLC,Denver
20268133415,Summer House BV LLC,2026-09-09,DLLC,Good Standing,CO,360 Sky Trail Rd,,Boulder,CO,80302,,Boulder
